-2.13119,0.586184
-2.79041,-0.909939
-1.99079,4.18663
-4.10849,-0.685769
0.712816,-0.845369
2.01567,2.37611
-4.09512,-1.84505
-2.05902,2.85781
-0.396147,-0.0493923
-1.34503,-0.268867
-4.25112,-0.338237
-4.73982,-1.27896
-2.01821,2.46072
-1.25902,0.409227
-0.817132,1.09253
0.933483,1.77874
-3.20464,-2.97285
-0.665671,2.72129
1.61851,-4.59285
-2.30473,-1.53317
1.29584,-4.14845
0.445278,-1.46124
-1.59223,-3.30416
-1.49427,0.871043
-2.9793,0.134616
-2.93444,3.9842
-2.32013,3.99122
-3.58296,0.473247
1.71263,-0.334938
-1.47532,-2.20521
-3.79044,-1.2628
-4.6235,0.765242
-1.96762,-0.0621313
-4.29093,1.84124
-1.33034,4.72184
-4.24531,0.90746
-3.17973,2.84225
-3.6158,1.53194
-0.0189458,-1.69333
-3.96944,-0.688263
-2.54397,0.796904
-3.56019,-2.65115
-1.99257,2.42539
2.17609,-2.49845
-1.45518,2.00445
-0.0853707,3.89202
-1.75364,-1.67905
0.274758,0.811425
-2.60232,-1.64437
-3.45043,2.50487
-2.89666,-3.65107
-1.24868,-2.7612
0.987035,-0.609187
1.92047,3.04807
-1.85245,3.93341
-3.58342,1.34873
-0.0599131,0.325222
-2.24697,0.647639
-1.54115,-1.38175
-3.01647,-1.30243
-0.707159,-3.37965
0.439697,1.84664
-2.66844,0.590459
-1.21683,-3.45561
-4.8862,0.294356
-1.94308,-0.825086
-3.64416,0.971779
-2.65158,-0.746123
-2.83923,0.285981
-0.628134,1.08878
-3.93765,0.713682
-3.68076,-0.698792
-2.88817,0.917813
-1.89338,-0.398109
-3.90288,2.70709
-4.76686,1.46564
-1.81089,0.397862
-3.56326,0.835073
-3.18645,-1.06196
-4.51831,0.350193
-1.94676,-2.0994
-3.13605,-1.49217
-3.16087,3.791
-2.29844,0.874807
-2.90292,3.41635
-4.28517,1.94561
-3.36989,-0.476046
-3.67185,-1.64595
-2.24891,0.574574
-2.84445,-0.208085
-3.4233,-2.50896
-1.9295,-2.09836
-3.51342,-2.24007
-4.52211,-0.975676
-3.83623,0.961805
-3.96435,-0.485188
-3.8525,-0.164177
-4.53806,0.662683
-4.47814,-0.284909
-4.37933,-0.0573532
