-0.00495333,-0.350754
1.113,-0.224267
0.0305534,-0.440473
-0.304453,0.00457497
-0.358773,0.0765887
-0.169796,1.21187
-0.193714,0.00932724
-0.251634,0.0122761
0.676355,0.443876
-0.388431,-0.616348
0.498181,0.411617
0.477998,0.0665866
0.0982656,0.602229
-0.0531754,0.691638
0.0792228,-0.195894
0.671533,0.892217
-0.282554,0.311302
-0.055213,-0.22755
0.239422,-0.262665
0.139522,-0.461805
0.223232,0.676978
0.237684,0.448018
-0.448584,0.0169106
0.0303044,-0.731161
0.290707,-0.254459
-0.0937756,-0.601917
0.0300856,0.224936
0.510819,-0.204262
-0.387424,-0.402852
0.200251,0.0896297
0.0746586,0.0849777
0.0456942,-0.473209
0.194033,-0.27173
0.341058,-0.0196754
0.26961,-0.248231
0.237767,-0.887067
0.455387,-0.453259
0.915812,-1.02441
0.102236,-0.41722
0.161124,-0.985968
-0.267443,-0.162202
0.275948,-0.0757661
-0.431021,0.399291
0.802162,0.209199
0.202348,-0.486405
0.894505,0.0281966
0.117417,0.900552
0.478774,0.382997
-0.281754,0.344596
-0.565054,1.09445
0.368493,0.206679
-0.287249,0.138882
0.466845,0.246182
0.465384,-0.0943464
-0.813401,0.860584
-0.556187,0.406725
-0.102457,-0.235824
-0.31173,-0.227364
-0.21237,-0.189773
-0.198129,0.284141
0.648792,-0.142051
0.00334206,-0.157341
0.0123469,-0.656217
-0.344265,1.10729
0.00296624,0.113076
0.176129,-0.337234
-0.217057,-0.373365
-0.322942,0.574834
0.502083,0.109163
-0.537308,-0.382298
0.190885,0.0637571
-0.148413,-0.39815
0.635246,-0.168054
-0.639906,-0.0649632
-0.892525,0.549076
0.528881,0.0189505
1.17469,0.0430494
-0.0629008,0.241652
0.57024,-0.36913
0.550542,0.989262
0.247295,0.101397
0.305586,-0.10047
0.0294973,-0.392956
1.30902,-0.125322
-0.677308,0.227117
0.64151,0.0435081
-0.0445512,-0.19177
0.496397,-0.435211
0.220434,-0.555822
-0.268959,0.366461
0.207055,0.283878
0.703821,0.194656
0.165198,0.533856
-0.139591,-0.71374
-0.693812,0.26413
0.447623,-0.106287
0.328885,0.424053
0.25918,0.651277
-0.701106,-0.251143
-0.194167,-0.0284069
0.920242,-0.044968
-0.337421,0.626612
0.32499,1.01034
-0.310385,-0.596183
-0.504846,-0.460806
-0.496126,-0.100078
-0.737328,-0.0558164
0.665087,-0.031813
-0.606763,-0.571916
-0.288325,-0.279827
-0.156217,0.593514
0.28068,-0.0820686
-0.333835,0.108325
-0.0981073,-0.109479
-0.410322,0.440125
-0.293029,-0.511623
0.50891,0.0992752
0.942574,0.102423
-0.724171,0.124973
0.192595,0.426213
-0.174735,0.843303
-0.0774591,-0.515711
-0.3109,0.339555
-0.264878,0.089765
-0.24601,-0.269914
0.237677,0.115277
-0.133444,-0.168214
-0.636418,-0.295709
-0.0772101,-0.596307
-0.149925,0.0938745
-0.671458,-0.170596
-0.697807,-0.713084
0.73614,-0.0477822
-0.0639405,-0.370868
-0.382343,0.560237
0.122645,-0.00313007
-0.581526,0.529226
1.14498,-0.423805
0.101757,0.105643
0.000251969,-0.0708857
-0.202035,-0.184314
-0.119168,0.00383033
-0.0395601,0.6201
-0.231928,-0.315968
0.255167,0.120744
-0.225223,-0.406638
0.344523,-0.0343455
-0.561874,-0.467165
0.277433,-0.345026
0.00952946,-0.31753
0.339308,-0.689553
-0.682337,-0.112876
0.593932,-0.780464
0.17508,-0.40077
-0.0762721,0.485633
0.387704,0.0234778
-0.857201,0.269943
0.312128,1.01019
-0.282343,-0.234131
0.34318,0.051427
0.114275,0.377882
-0.267835,1.0588
0.067764,0.0573623
0.396498,-0.140847
0.975166,-0.705611
0.0643156,0.204846
-0.336059,-0.467485
0.0939581,-0.574696
-0.548032,-0.443115
-0.324931,-0.548283
0.394286,0.228267
-0.372805,0.486862
0.535358,0.824302
0.093537,0.80121
-0.267069,-0.17198
-0.187657,-0.193501
0.334416,0.381114
-0.622084,0.135451
-0.402697,-0.0346545
0.303899,-0.558385
0.0915349,-0.14193
-0.33528,0.189473
0.0786985,-0.118112
-0.0611268,0.00165559
0.176087,-0.295408
0.264125,0.113926
0.126664,0.0696894
-0.372995,0.0827539
0.196186,0.354017
0.48391,-0.00583888
-0.122066,-0.384417
-0.494276,0.678919
0.31277,0.268397
-0.675138,-0.848892
-0.639888,-0.134828
0.0944379,-0.507146
0.0410803,0.162035
0.379744,0.312167
-0.12429,0.231169
-0.186065,0.175613
-0.387379,0.255957
0.62736,-1.06875
-0.155184,-0.22602
0.186521,-0.301122
-0.131723,0.169569
0.391512,-0.303601
0.213751,-0.387481
0.396817,-0.137091
0.0695276,0.601397
0.364641,-0.0919432
-0.155617,-0.56359
0.287897,-0.136607
-0.297831,-0.430873
-0.326229,-0.684745
-0.138102,0.0521035
-0.234034,-0.90331
0.296551,0.913617
0.663575,0.318352
-0.295232,-0.120485
-0.187855,-0.521914
0.594413,-0.0197774
-0.221849,-0.203227
-0.137984,-0.405419
-0.716321,0.576992
-0.186078,-0.384234
-0.316172,0.37643
-0.248979,-0.360346
-0.0568409,0.420278
-0.374459,-0.623996
-0.244863,-0.16512
0.0588207,-0.967305
0.289705,-0.371115
-0.0768358,0.134999
-0.297459,-0.152417
0.0435709,-0.206819
-0.21213,-0.513933
-0.221786,-0.598528
-0.0390365,-0.227638
-0.489486,0.77806
0.178862,0.322237
0.415412,0.164864
-0.0374007,-0.410196
-0.786186,-0.613301
0.894503,-0.286526
0.386192,-0.166879
-0.320021,0.616258
-0.203586,-0.20034
0.822163,-0.225414
0.0664226,-0.587177
0.155915,-0.658034
0.161771,-0.809176
0.474878,0.364643
-0.158335,-1.10323
-0.154309,0.252061
-0.505535,-0.193475
0.16855,-0.349388
-1.12696,1.05299
0.37234,0.147004
0.392533,0.381271
-0.567217,-0.0453371
0.584409,0.024934
0.447046,0.362044
0.25912,0.174423
1.00153,-0.0841602
0.753613,-0.23465
-0.0416933,-0.0394521
-0.186623,-0.372737
-0.883055,-0.256338
0.722593,-0.492158
0.00325651,0.048047
-0.336531,-0.449581
0.384816,-0.149899
-0.243931,-0.512829
0.138228,-0.200486
-0.0402916,0.493969
0.172424,-0.288677
-0.320301,0.550867
0.702048,0.451086
0.286585,0.166364
-0.472105,0.655773
-0.15653,1.14954
0.328149,0.69714
-0.463697,-0.844176
0.603349,-0.280939
0.264107,0.242976
0.922928,-0.156674
0.100034,-0.0489624
-0.210321,0.582376
-0.0209898,0.51448
0.2376,0.0593751
