a c średnia_energia odchylenie_standardowe log10
0.5 -0.32 -0.138083 0.0269867 -1.57257
0.5 -0.3 -0.446894 0.0323982 -1.45973
0.5 -0.28 -0.438287 0.0436329 -1.43256
0.5 -0.26 -0.46218 0.0391486 -1.39608
0.5 -0.24 -0.469458 0.0428381 -1.34897
0.5 -0.22 -0.474679 0.0480946 -1.31562
0.5 -0.2 -0.478148 0.0481343 -1.35531
0.5 -0.18 -0.472166 0.0490524 -1.29943
0.5 -0.16 -0.460468 0.046534 -1.25776
0.5 -0.14 -0.453876 0.0572253 -1.20803
0.5 -0.12 -0.439974 0.0511525 -1.30326
0.5 -0.1 -0.438792 0.0608749 -1.21382
0.5 -0.08 -0.415966 0.0595667 -1.12791
0.5 -0.06 -0.397246 0.0571559 -1.13025
0.5 -0.04 -0.40902 0.0689215 -1.21317
0.5 -0.02 -0.370609 0.0596548 -1.26183
0.5 3.95517e-16 -0.373927 0.05246 -1.23873
0.5 0.02 -0.363142 0.0592017 -1.23686
0.5 0.04 -0.363516 0.0607582 -1.26016
0.5 0.06 -0.339674 0.079704 -1.25319
0.5 0.08 -0.33298 0.0731888 -1.17806
0.5 0.1 -0.344415 0.0499896 -1.28331
0.5 0.12 -0.333921 0.0813446 -1.27172
0.5 0.14 -0.326237 0.0673561 -1.20432
0.5 0.16 -0.331321 0.0510766 -1.08714
0.5 0.18 -0.316473 0.0648044 -1.35548
0.5 0.2 -0.293239 0.0504988 -1.3298
0.5 0.22 -0.308139 0.0822273 -1.22767
0.5 0.24 -0.288777 0.0658527 -1.05598
0.5 0.26 -0.292553 0.0613245 -1.11201
0.5 0.28 -0.29454 0.0510572 -1.29116
0.52 -0.7 -0.142295 0.00479498 -1.562
0.52 -0.68 -0.0721624 0.0161379 -1.5827
0.52 -0.66 -0.10568 0.0174293 -1.83139
0.52 -0.64 -0.116719 0.0117585 -2.1826
0.52 -0.62 -0.105664 0.00556503 -1.91339
0.52 -0.6 -0.107785 0.0148239 -2.05387
0.52 -0.58 -0.131066 0.0165225 -1.68569
0.52 -0.56 -0.0905077 0.000464051 -2.9306
0.52 -0.54 -0.13013 0.000157429 -3.77728
0.52 -0.52 -0.118841 0.00293634 -2.61201
0.52 -0.5 -0.124844 7.70212e-05 -3.58102
0.52 -0.48 -0.13627 0.000629135 -3.03396
0.52 -0.46 -0.134626 0.00328537 -2.47422
0.52 -0.44 -0.180222 0.00409895 -2.61098
0.52 -0.42 -0.278954 0.0116108 -2.28614
0.52 -0.4 -0.332998 0.00764116 -1.87479
0.52 -0.38 -0.231608 0.0183839 -2.0527
0.52 -0.36 -0.18537 0.0120438 -1.52659
0.52 -0.34 -0.412051 0.036812 -1.54803
0.52 -0.32 -0.43606 0.0466817 -1.44884
0.52 -0.3 -0.449902 0.032907 -1.31185
0.52 -0.28 -0.255392 0.0299724 -1.50459
0.52 -0.26 -0.472276 0.0325601 -1.20775
0.52 -0.24 -0.398465 0.0367187 -1.30272
0.52 -0.22 -0.479381 0.0406283 -1.37268
0.52 -0.2 -0.481758 0.0417974 -1.31497
0.52 -0.18 -0.472442 0.0517731 -1.27654
0.52 -0.16 -0.463378 0.0490304 -1.25962
0.52 -0.14 -0.45768 0.0527154 -1.35477
0.52 -0.12 -0.451104 0.0557882 -1.23706
0.52 -0.1 -0.43595 0.0873641 -1.25875
0.52 -0.08 -0.429599 0.0777635 -1.19682
0.52 -0.06 -0.405828 0.0642759 -1.27361
0.52 -0.04 -0.409003 0.0561565 -1.24516
0.52 -0.02 -0.388336 0.0560012 -1.21038
0.52 3.95517e-16 -0.368 0.0623761 -1.26277
0.52 0.02 -0.393812 0.0495836 -1.20599
0.52 0.04 -0.368994 0.0736617 -1.22114
0.52 0.06 -0.348106 0.0537455 -1.11869
0.52 0.08 -0.358116 0.0695135 -1.2119
0.52 0.1 -0.346955 0.0483044 -1.13974
0.52 0.12 -0.341687 0.0538043 -1.17853
0.52 0.14 -0.324798 0.0642569 -1.18319
0.52 0.16 -0.312951 0.0662712 -1.20904
0.52 0.18 -0.308281 0.0655217 -1.13268
0.52 0.2 -0.299884 0.0797737 -1.08331
0.52 0.22 -0.32902 0.0585313 -1.20079
0.52 0.24 -0.300309 0.0666791 -1.19033
0.52 0.26 -0.3118 0.0618239 -1.14481
0.52 0.28 -0.308745 0.0560149 -1.33964
0.54 -0.7 -0.142475 0.0214706 -1.773
0.54 -0.68 0.058599 0.0122248 -1.53153
0.54 -0.66 -0.107828 0.0488803 -1.96975
0.54 -0.64 -0.0937935 0.0384198 -1.93193
0.54 -0.62 -0.133377 0.00665757 -1.62613
0.54 -0.6 -0.122227 0.00857332 -3.04036
0.54 -0.58 -0.0718542 0.0039309 -1.98554
0.54 -0.56 -0.109493 0.000116388 -2.06047
0.54 -0.54 -0.0829212 0.00251683 -2.11676
0.54 -0.52 -0.116821 0.00487724 -3.27246
0.54 -0.5 -0.12406 0.000960954 -3.48976
0.54 -0.48 -0.141876 0.00164187 -2.77285
0.54 -0.46 -0.165107 0.00301445 -2.49901
0.54 -0.44 -0.113105 0.00616581 -2.15017
0.54 -0.42 -0.120984 0.0112769 -1.93867
0.54 -0.4 -0.293134 0.0166601 -1.82221
0.54 -0.38 -0.262571 0.0190184 -2.17327
0.54 -0.36 -0.229766 0.030422 -1.56973
0.54 -0.34 -0.331533 0.0142067 -1.82135
0.54 -0.32 -0.339731 0.0234722 -1.76368
0.54 -0.3 -0.451795 0.0283143 -1.6487
0.54 -0.28 -0.463826 0.0550551 -1.5972
0.54 -0.26 -0.47247 0.0318056 -1.57803
0.54 -0.24 -0.48017 0.0333736 -1.2376
0.54 -0.22 -0.479328 0.0341925 -1.4252
0.54 -0.2 -0.482363 0.0358804 -1.43686
0.54 -0.18 -0.476743 0.0492828 -1.33799
0.54 -0.16 -0.468517 0.0536734 -1.36069
0.54 -0.14 -0.463703 0.0492657 -1.33614
0.54 -0.12 -0.456088 0.0501506 -1.26837
0.54 -0.1 -0.436583 0.052155 -1.20963
0.54 -0.08 -0.419718 0.0594922 -1.22768
0.54 -0.06 -0.427918 0.0624521 -1.22384
0.54 -0.04 -0.410918 0.0523375 -1.22642
0.54 -0.02 -0.394768 0.0623622 -1.18077
0.54 3.95517e-16 -0.401177 0.0509838 -1.20349
0.54 0.02 -0.370668 0.0741251 -1.24122
0.54 0.04 -0.379847 0.0669958 -1.26009
0.54 0.06 -0.361682 0.0713887 -1.25732
0.54 0.08 -0.389642 0.0586132 -1.18953
0.54 0.1 -0.367194 0.0669838 -1.16188
0.54 0.12 -0.346056 0.0582516 -1.15912
0.54 0.14 -0.326398 0.0647974 -1.20239
0.54 0.16 -0.328841 0.0552249 -1.20846
0.54 0.18 -0.334386 0.0683063 -1.25547
0.54 0.2 -0.316547 0.0595497 -1.25621
0.54 0.22 -0.326119 0.0656267 -1.20502
0.54 0.24 -0.327978 0.0548084 -1.16128
0.54 0.26 -0.321093 0.0526995 -1.26233
0.54 0.28 -0.315174 0.0674032 -1.27893
0.56 -0.7 -0.0908858 0.0395687 -2.25685
0.56 -0.68 -0.111473 0.00844609 -1.60335
0.56 -0.66 -0.12798 0.0163262 -1.22505
0.56 -0.64 0.00298463 0.0347825 -1.14002
0.56 -0.62 -0.0728174 0.000866852 -1.23121
0.56 -0.6 -0.117129 0.00644211 -2.48058
0.56 -0.58 -0.0572105 0.0225795 -2.36131
0.56 -0.56 -0.106037 0.023333 -2.46784
0.56 -0.54 -0.119917 0.00352401 -2.86435
0.56 -0.52 -0.111676 0.00539812 -2.26596
0.56 -0.5 -0.124269 0.00163022 -2.93383
0.56 -0.48 -0.137234 0.00424673 -2.53688
0.56 -0.46 -0.149425 0.00597525 -2.28813
0.56 -0.44 -0.197211 0.00576494 -2.10145
0.56 -0.42 -0.117971 0.0124516 -1.89808
0.56 -0.4 -0.254744 0.0139495 -1.86566
0.56 -0.38 -0.365571 0.0214441 -1.78634
0.56 -0.36 -0.170449 0.0280748 -1.68093
0.56 -0.34 -0.401592 0.0299799 -1.45674
0.56 -0.32 -0.435543 0.0422653 -1.37862
0.56 -0.3 -0.40386 0.0186927 -1.35315
0.56 -0.28 -0.365395 0.0218117 -1.31895
0.56 -0.26 -0.474384 0.0296878 -1.63757
0.56 -0.24 -0.479405 0.0285191 -1.6153
0.56 -0.22 -0.329314 0.0278694 -1.53966
0.56 -0.2 -0.480606 0.0355942 -1.30436
0.56 -0.18 -0.47649 0.0402343 -1.43649
0.56 -0.16 -0.480198 0.0422478 -1.35092
0.56 -0.14 -0.472248 0.0427134 -1.4446
0.56 -0.12 -0.465029 0.043515 -1.33429
0.56 -0.1 -0.45011 0.0481684 -1.35698
0.56 -0.08 -0.448261 0.0569827 -1.3168
0.56 -0.06 -0.434721 0.050882 -1.28019
0.56 -0.04 -0.415926 0.0542129 -1.24827
0.56 -0.02 -0.41254 0.0604428 -1.27155
0.56 3.95517e-16 -0.406871 0.0585077 -1.22786
0.56 0.02 -0.3976 0.0745864 -1.27136
0.56 0.04 -0.383506 0.0563936 -1.22351
0.56 0.06 -0.375489 0.0655194 -1.22369
0.56 0.08 -0.3718 0.0579138 -1.24008
0.56 0.1 -0.354629 0.0662325 -1.24917
0.56 0.12 -0.359685 0.0619904 -1.11758
0.56 0.14 -0.36121 0.0594924 -1.27626
0.56 0.16 -0.343557 0.0834087 -1.238
0.56 0.18 -0.341486 0.0723941 -1.19912
0.56 0.2 -0.342308 0.0641565 -1.17842
0.56 0.22 -0.339911 0.0715602 -1.21269
0.56 0.24 -0.329031 0.0649887 -1.11442
0.56 0.26 -0.333574 0.0884419 -1.26269
0.56 0.28 -0.328979 0.0567134 -1.14506
0.58 -0.7 -0.135427 0.00557899 -1.13379
0.58 -0.68 -0.146043 0.0562216 -1.3547
0.58 -0.66 -0.129347 0.0128789 -1.39193
0.58 -0.64 -0.126521 0.0297744 -1.20135
0.58 -0.62 -0.0817192 0.00998829 -1.44961
0.58 -0.6 -0.0942596 0.0277446 -1.60887
0.58 -0.58 -0.125359 0.037863 -1.92967
0.58 -0.56 -0.0945543 0.00912285 -1.53202
0.58 -0.54 -0.100841 0.00149657 -2.49308
0.58 -0.52 -0.123288 0.000686432 -2.7377
0.58 -0.5 -0.120647 0.00473139 -2.65052
0.58 -0.48 -0.123222 0.00288261 -2.3485
0.58 -0.46 -0.183819 0.00452296 -2.22425
0.58 -0.44 -0.215177 0.00599284 -2.00343
0.58 -0.42 -0.232498 0.0123293 -1.91214
0.58 -0.4 -0.217138 0.0193753 -1.75755
0.58 -0.38 -0.172911 0.0231232 -1.83471
0.58 -0.36 -0.390018 0.0218822 -2.19797
0.58 -0.34 -0.415248 0.0314195 -1.55932
0.58 -0.32 -0.437083 0.0122162 -1.38204
0.58 -0.3 -0.4519 0.0140452 -1.51324
0.58 -0.28 -0.463309 0.0154881 -1.76454
0.58 -0.26 -0.134681 0.0191835 -1.67283
0.58 -0.24 -0.48172 0.0246673 -1.66479
0.58 -0.22 -0.484377 0.0419366 -1.57171
0.58 -0.2 -0.487594 0.0268777 -1.58446
0.58 -0.18 -0.485594 0.0282992 -1.49201
0.58 -0.16 -0.473275 0.0331963 -1.41741
0.58 -0.14 -0.467757 0.0477984 -1.43131
0.58 -0.12 -0.466887 0.0424194 -1.33236
0.58 -0.1 -0.4569 0.04357 -1.41066
0.58 -0.08 -0.449724 0.0516427 -1.32326
0.58 -0.06 -0.436863 0.0502535 -1.27666
0.58 -0.04 -0.431108 0.0535648 -1.29552
0.58 -0.02 -0.430193 0.0582061 -1.16558
0.58 3.95517e-16 -0.405927 0.0479526 -1.26572
0.58 0.02 -0.407572 0.0660407 -1.27716
0.58 0.04 -0.392933 0.0557114 -0.605045
0.58 0.06 -0.394075 0.0604833 -1.22631
0.58 0.08 -0.370999 0.0577002 -1.16391
0.58 0.1 -0.381879 0.0705434 -1.1353
0.58 0.12 -0.386031 0.0617759 -1.1324
0.58 0.14 -0.372033 0.057287 -1.16876
0.58 0.16 -0.353378 0.0599118 -1.19049
0.58 0.18 -0.351634 0.0540274 -1.27175
0.58 0.2 -0.343434 0.0559971 -1.22669
0.58 0.22 -0.33498 0.0535563 -1.21654
0.58 0.24 -0.330984 0.072433 -1.18561
0.58 0.26 -0.33643 0.0521262 -1.0927
0.58 0.28 -0.34212 0.0723166 -1.20628
0.6 -0.7 -0.0951654 0.0745904 -1.58677
0.6 -0.68 -0.116809 0.0300869 -1.55249
0.6 -0.66 -0.141511 0.0564487 -2.61363
0.6 -0.64 -0.136737 0.0275544 -1.61798
0.6 -0.62 -0.0769993 0.0548177 -1.43121
0.6 -0.6 -0.0529015 0.0127837 -2.71351
0.6 -0.58 -0.133983 0.0122491 -2.75948
0.6 -0.56 -0.0845308 0.00166525 -1.42519
0.6 -0.54 -0.123024 0.0108464 -1.86582
0.6 -0.52 -0.120281 0.010176 -2.92033
0.6 -0.5 -0.121981 0.00693632 -2.38895
0.6 -0.48 -0.121337 0.00875283 -2.16812
0.6 -0.46 -0.137553 0.016068 -2.22667
0.6 -0.44 -0.19569 0.0117193 -2.15523
0.6 -0.42 -0.266213 0.0178595 -1.80972
0.6 -0.4 -0.2576 0.0213703 -1.74985
0.6 -0.38 -0.256341 0.0246 -1.64442
0.6 -0.36 -0.248862 0.00760244 -1.54113
0.6 -0.34 -0.366069 0.0176439 -2.05676
0.6 -0.32 -0.434703 0.0439969 -2.03597
0.6 -0.3 -0.267766 0.0175296 -1.34261
0.6 -0.28 -0.465541 0.0118363 -1.91412
0.6 -0.26 -0.478058 0.0170042 -1.76756
0.6 -0.24 -0.405732 0.0554285 -1.78424
0.6 -0.22 -0.490438 0.0206052 -1.6103
0.6 -0.2 -0.485186 0.0268875 -1.54118
0.6 -0.18 -0.489517 0.0301284 -1.54958
0.6 -0.16 -0.486507 0.0333053 -1.52595
0.6 -0.14 -0.485275 0.0320413 -1.42668
0.6 -0.12 -0.472167 0.0396581 -1.44926
0.6 -0.1 -0.460267 0.0394613 -1.42103
0.6 -0.08 -0.455854 0.0362621 -1.30136
0.6 -0.06 -0.439467 0.0529394 -1.29812
0.6 -0.04 -0.444287 0.0504134 -1.27237
0.6 -0.02 -0.436542 0.0543136 -1.28413
0.6 3.95517e-16 -0.421781 0.0584708 -1.2595
0.6 0.02 -0.402417 0.0543936 -1.20906
0.6 0.04 -0.394015 0.0570779 -1.2211
0.6 0.06 -0.400626 0.0647717 -1.13669
0.6 0.08 -0.378019 0.0587152 -1.22772
0.6 0.1 -0.375283 0.0752222 -1.18142
0.6 0.12 -0.385666 0.068961 -1.10985
0.6 0.14 -0.357151 0.0649498 -1.25584
0.6 0.16 -0.369246 0.0725461 -1.11637
0.6 0.18 -0.366538 0.0577626 -1.14799
0.6 0.2 -0.366281 0.0701367 -1.21328
0.6 0.22 -0.335957 0.0583428 -1.18368
0.6 0.24 -0.358574 0.0561119 -1.25217
0.6 0.26 -0.351399 0.0606474 -1.20491
0.6 0.28 -0.337537 0.0683753 -1.24465
0.62 -0.7 -0.109254 0.00374032 -1.37813
0.62 -0.68 -0.0959201 0.0506878 -0.95344
0.62 -0.66 -0.120773 0.0726699 -2.21011
0.62 -0.64 -0.050383 0.0380595 -1.97298
0.62 -0.62 -0.0801407 0.0233643 -3.3576
0.62 -0.6 -0.131898 0.00539903 -1.44101
0.62 -0.58 -0.0442937 0.0417916 -1.88556
0.62 -0.56 -0.11117 0.0212441 -2.62687
0.62 -0.54 -0.105705 0.0062114 -1.41802
0.62 -0.52 -0.104883 0.0180217 -2.48702
0.62 -0.5 -0.11204 0.012105 -1.69232
0.62 -0.48 -0.162776 0.00560925 -2.45374
0.62 -0.46 -0.104382 0.0249461 -1.62318
0.62 -0.44 -0.155056 0.011916 -2.0335
0.62 -0.42 -0.0996519 0.0195832 -1.78597
0.62 -0.4 -0.139308 0.024517 -1.96725
0.62 -0.38 -0.140593 0.00886027 -2.02444
0.62 -0.36 -0.387537 0.0292357 -1.63855
0.62 -0.34 -0.414593 0.00693799 -2.09462
0.62 -0.32 -0.338791 0.0379369 -1.37681
0.62 -0.3 -0.447859 0.0537411 -2.01378
0.62 -0.28 -0.466377 0.0117067 -1.93687
0.62 -0.26 -0.477482 0.0127038 -1.24641
0.62 -0.24 -0.484388 0.0148528 -1.85649
0.62 -0.22 -0.311583 0.0666805 -1.70657
0.62 -0.2 -0.492698 0.0227216 -1.69276
0.62 -0.18 -0.489447 0.0256759 -1.6826
0.62 -0.16 -0.485326 0.0303401 -1.54236
0.62 -0.14 -0.479734 0.0321559 -1.50437
0.62 -0.12 -0.474403 0.0352286 -1.47167
0.62 -0.1 -0.467512 0.0386911 -1.38781
0.62 -0.08 -0.462817 0.0452277 -1.33789
0.62 -0.06 -0.445108 0.0449381 -1.3222
0.62 -0.04 -0.446467 0.0535964 -1.31855
0.62 -0.02 -0.436445 0.05708 -1.28893
0.62 3.95517e-16 -0.432182 0.061709 -1.27623
0.62 0.02 -0.426766 0.0544562 -1.31347
0.62 0.04 -0.407572 0.0594304 -1.18043
0.62 0.06 -0.421179 0.0564684 -1.19852
0.62 0.08 -0.398673 0.0678869 -1.2303
0.62 0.1 -0.401961 0.0649365 -1.26812
0.62 0.12 -0.386775 0.0722003 -1.19173
0.62 0.14 -0.372331 0.0600307 -1.22436
0.62 0.16 -0.374327 0.0544279 -1.10003
0.62 0.18 -0.368737 0.0637656 -1.1809
0.62 0.2 -0.361989 0.0664305 -1.15056
0.62 0.22 -0.370549 0.0626382 -1.16827
0.62 0.24 -0.370729 0.0667264 -1.17598
0.62 0.26 -0.363406 0.0576418 -1.15616
0.62 0.28 -0.356361 0.0696518 -1.13189
0.64 -0.7 -0.132865 0.0306444 -1.26051
0.64 -0.68 -0.0915969 0.0791529 -0.910217
0.64 -0.66 -0.0673913 0.0562765 -1.28544
0.64 -0.64 -0.0749859 0.122285 -1.17383
0.64 -0.62 -0.0696658 0.0254187 -1.12368
0.64 -0.6 -0.115367 0.115215 -1.62891
0.64 -0.58 -0.105267 0.0582813 -1.75018
0.64 -0.56 -0.0972841 0.00626284 -1.52194
0.64 -0.54 -0.0623333 0.0182759 -1.39627
0.64 -0.52 -0.110663 0.0132442 -1.20607
0.64 -0.5 -0.116082 0.0217434 -2.03302
0.64 -0.48 -0.151772 0.0214844 -1.75322
0.64 -0.46 -0.129779 0.0353712 -1.51162
0.64 -0.44 -0.122529 0.0274127 -1.56377
0.64 -0.42 -0.250594 0.0240385 -1.64055
0.64 -0.4 -0.327665 0.0237576 -1.70822
0.64 -0.38 -0.167897 0.0274529 -1.92393
0.64 -0.36 -0.390579 0.0260345 -1.62008
0.64 -0.34 -0.414273 0.0089385 -2.08564
0.64 -0.32 -0.433739 0.00671128 -2.14385
0.64 -0.3 -0.454069 0.00749607 -1.31695
0.64 -0.28 -0.465218 0.00847478 -2.0872
0.64 -0.26 -0.4776 0.00968431 -2.02958
0.64 -0.24 -0.485218 0.0121387 -1.89988
0.64 -0.22 -0.41548 0.0477573 -1.86605
0.64 -0.2 -0.489773 0.0160613 -1.76097
0.64 -0.18 -0.494616 0.0178851 -1.64812
0.64 -0.16 -0.488605 0.0225943 -1.59959
0.64 -0.14 -0.484872 0.0325188 -1.5682
0.64 -0.12 -0.486583 0.0379041 -1.47678
0.64 -0.1 -0.473684 0.0365162 -1.49907
0.64 -0.08 -0.462415 0.0402818 -1.41966
0.64 -0.06 -0.46231 0.0432457 -1.34069
0.64 -0.04 -0.457962 0.047025 -1.36283
0.64 -0.02 -0.439941 0.0466336 -1.2674
0.64 3.95517e-16 -0.430688 0.044931 -1.30124
0.64 0.02 -0.42568 0.0581171 -1.22947
0.64 0.04 -0.411878 0.0534901 -1.30321
0.64 0.06 -0.427701 0.0579587 -1.22626
0.64 0.08 -0.406028 0.0659943 -1.17966
0.64 0.1 -0.393556 0.0649246 -1.15222
0.64 0.12 -0.414022 0.0676584 -1.22331
0.64 0.14 -0.386631 0.059202 -1.1964
0.64 0.16 -0.371903 0.0625406 -1.10954
0.64 0.18 -0.379014 0.0617577 -1.21614
0.64 0.2 -0.384788 0.0713567 -1.25717
0.64 0.22 -0.367766 0.0652203 -1.15732
0.64 0.24 -0.357706 0.0749788 -1.09291
0.64 0.26 -0.369282 0.0532493 -1.15034
0.64 0.28 -0.384502 0.0768856 -1.13285
0.66 -0.7 -0.0958427 0.0506825 -1.22807
0.66 -0.68 -0.127463 0.115577 -1.78613
0.66 -0.66 -0.133733 0.0641477 -0.970532
0.66 -0.64 -0.0932473 0.0107408 -2.39812
0.66 -0.62 -0.0400367 0.0731902 -1.69916
0.66 -0.6 -0.095082 0.0686155 -1.9112
0.66 -0.58 -0.104666 0.0446441 -1.52885
0.66 -0.56 -0.0903004 0.0322271 -1.88377
0.66 -0.54 -0.102119 0.0313341 -1.20147
0.66 -0.52 -0.0726129 0.0421309 -1.79801
0.66 -0.5 -0.11284 0.0470752 -1.74771
0.66 -0.48 -0.154253 0.0221681 -1.50208
0.66 -0.46 -0.119012 0.0305416 -1.77078
0.66 -0.44 -0.249925 0.0384483 -1.49291
0.66 -0.42 -0.290157 0.0350216 -1.50738
0.66 -0.4 -0.203504 0.0315561 -1.52132
0.66 -0.38 -0.286771 0.0351212 -1.68306
0.66 -0.36 -0.199287 0.0133363 -1.93315
0.66 -0.34 -0.412131 0.00917114 -1.99836
0.66 -0.32 -0.400221 0.00733165 -2.11428
0.66 -0.3 -0.180479 0.0392226 -1.56875
0.66 -0.28 -0.463664 0.00633698 -1.36826
0.66 -0.26 -0.476123 0.00790192 -1.30467
0.66 -0.24 -0.483931 0.00866287 -2.07862
0.66 -0.22 -0.492559 0.0108085 -1.9497
0.66 -0.2 -0.494516 0.0125447 -1.85684
0.66 -0.18 -0.493301 0.0188444 -1.8054
0.66 -0.16 -0.495907 0.0237723 -1.65155
0.66 -0.14 -0.48995 0.0232157 -1.6001
0.66 -0.12 -0.480974 0.0300177 -1.58173
0.66 -0.1 -0.480036 0.0336835 -1.51099
0.66 -0.08 -0.473148 0.0399173 -1.37304
0.66 -0.06 -0.462129 0.0455981 -1.35713
0.66 -0.04 -0.462328 0.0531665 -1.39617
0.66 -0.02 -0.451485 0.0568764 -1.35703
0.66 3.95517e-16 -0.446102 0.0505079 -1.33054
0.66 0.02 -0.434386 0.0532181 -1.34534
0.66 0.04 -0.427343 0.059142 -1.26243
0.66 0.06 -0.417301 0.0524457 -1.29149
0.66 0.08 -0.429044 0.0534331 -1.18298
0.66 0.1 -0.403601 0.0603501 -1.23208
0.66 0.12 -0.409586 0.0546715 -1.23241
0.66 0.14 -0.398211 0.0618525 -1.1609
0.66 0.16 -0.375845 0.072756 -1.23901
0.66 0.18 -0.399438 0.0735413 -1.23493
0.66 0.2 -0.386314 0.076877 -1.15614
0.66 0.22 -0.371435 0.065021 -1.1858
0.66 0.24 -0.393979 0.0856754 -1.16526
0.66 0.26 -0.376719 0.0651417 -1.17785
0.66 0.28 -0.371195 0.0601281 -1.15941
0.68 -0.7 -0.147391 0.220201 -1.35397
0.68 -0.68 -0.0653631 0.050921 -1.38065
0.68 -0.66 -0.139525 0.144347 -0.803605
0.68 -0.64 -0.119563 0.243572 -1.55228
0.68 -0.62 -0.0994326 0.0376653 -1.25527
0.68 -0.6 -0.077545 0.0658234 -1.21828
0.68 -0.58 -0.0342022 0.0453414 -1.67938
0.68 -0.56 -0.100901 0.128056 -0.977173
0.68 -0.54 -0.107229 0.0172822 -1.09588
0.68 -0.52 -0.08936 0.0399431 -1.62115
0.68 -0.5 -0.108703 0.0668911 -1.83457
0.68 -0.48 -0.120987 0.0111254 -1.59467
0.68 -0.46 -0.123157 0.0439739 -1.35668
0.68 -0.44 -0.179284 0.0471166 -1.66335
0.68 -0.42 -0.154656 0.0321659 -1.40292
0.68 -0.4 -0.315772 0.0417146 -1.43232
0.68 -0.38 -0.353193 0.024318 -1.64764
0.68 -0.36 -0.384685 0.0283657 -1.33892
0.68 -0.34 -0.407904 0.0385497 -1.30998
0.68 -0.32 -0.431165 0.0442996 -1.97248
0.68 -0.3 -0.449158 0.0427529 -1.66263
0.68 -0.28 -0.382422 0.00574482 -2.17727
0.68 -0.26 -0.472881 0.0697275 -2.18586
0.68 -0.24 -0.486607 0.00605487 -2.24002
0.68 -0.22 -0.490011 0.00781959 -2.07468
0.68 -0.2 -0.493375 0.0113287 -2.02686
0.68 -0.18 -0.492984 0.0133526 -1.85405
0.68 -0.16 -0.493125 0.015984 -1.76033
0.68 -0.14 -0.49347 0.0210659 -1.68357
0.68 -0.12 -0.490108 0.0240021 -1.61118
0.68 -0.1 -0.47926 0.0282661 -1.55908
0.68 -0.08 -0.476283 0.0353063 -1.40285
0.68 -0.06 -0.465718 0.0533331 -1.42243
0.68 -0.04 -0.462153 0.0355208 -1.39826
0.68 -0.02 -0.455189 0.0453581 -1.37299
0.68 3.95517e-16 -0.452056 0.045181 -1.34251
0.68 0.02 -0.430768 0.0538336 -1.33035
0.68 0.04 -0.442614 0.0503232 -1.34266
0.68 0.06 -0.42956 0.0532871 -1.2661
0.68 0.08 -0.402035 0.0698997 -1.25371
0.68 0.1 -0.431607 0.0683108 -1.27132
0.68 0.12 -0.404854 0.0560392 -1.18477
0.68 0.14 -0.397071 0.0717408 -1.18262
0.68 0.16 -0.403374 0.0437836 -1.12024
0.68 0.18 -0.39224 0.0651859 -1.21728
0.68 0.2 -0.402438 0.0605734 -1.09148
0.68 0.22 -0.390015 0.0746711 -1.25179
0.68 0.24 -0.410996 0.0731533 -1.17427
0.68 0.26 -0.391935 0.0645808 -1.1013
0.68 0.28 -0.383189 0.0640832 -1.14994
0.7 -0.7 -0.0148879 0.092102 -0.811625
0.7 -0.68 -0.0465787 0.105566 -1.02108
0.7 -0.66 -0.0914928 0.106534 -0.861851
0.7 -0.64 0.0271113 0.179641 -0.949405
0.7 -0.62 -0.0431357 0.122145 -1.26647
0.7 -0.6 0.0436908 0.0649856 -1.06122
0.7 -0.58 -0.0504134 0.0745758 -1.28724
0.7 -0.56 -0.104861 0.0190098 -0.884907
0.7 -0.54 -0.0949299 0.0371156 -1.28134
0.7 -0.52 -0.110691 0.0349728 -1.49408
0.7 -0.5 -0.108433 0.0429997 -1.32445
0.7 -0.48 -0.122674 0.0504746 -1.29221
0.7 -0.46 -0.19872 0.0207571 -1.40085
0.7 -0.44 -0.134324 0.0414626 -1.18809
0.7 -0.42 -0.286625 0.0483083 -1.26277
0.7 -0.4 -0.248794 0.0437011 -1.31691
0.7 -0.38 -0.170592 0.0354313 -1.48924
0.7 -0.36 -0.242155 0.0443761 -1.34631
0.7 -0.34 -0.408847 0.0363863 -1.72131
0.7 -0.32 -0.222293 0.0126668 -2.00725
0.7 -0.3 -0.448276 0.057708 -1.98283
0.7 -0.28 -0.463297 0.00604659 -1.19439
0.7 -0.26 -0.474738 0.00460882 -2.26973
0.7 -0.24 -0.484392 0.0050948 -2.31189
0.7 -0.22 -0.490539 0.00595468 -2.17117
0.7 -0.2 -0.494991 0.00739973 -2.05953
0.7 -0.18 -0.498397 0.0104542 -1.95877
0.7 -0.16 -0.496466 0.0131708 -1.83484
0.7 -0.14 -0.491228 0.0165974 -1.78465
0.7 -0.12 -0.488523 0.0191201 -1.68691
0.7 -0.1 -0.483894 0.0249822 -1.66987
0.7 -0.08 -0.477645 0.0264004 -1.60249
0.7 -0.06 -0.475398 0.0334704 -1.60151
0.7 -0.04 -0.469499 0.0355961 -1.42514
0.7 -0.02 -0.461315 0.0405068 -1.35373
0.7 3.95517e-16 -0.454681 0.0469083 -1.40202
0.7 0.02 -0.452027 0.044361 -1.38794
0.7 0.04 -0.443045 0.045495 -1.20893
0.7 0.06 -0.430227 0.0519685 -1.30596
0.7 0.08 -0.44317 0.0524378 -1.25596
0.7 0.1 -0.422479 0.0581724 -1.27717
