a c średnia_energia odchylenie_standardowe log10
0.92 -0.36 -0.334138 0.221376 -0.546118
0.92 -0.34 -0.358383 0.188056 -0.77921
0.92 -0.32 -0.380832 0.147347 -0.778388
0.92 -0.3 -0.208529 0.121325 -0.89629
0.92 -0.28 -0.298098 0.0946331 -1.00815
0.92 -0.26 -0.442017 0.0794225 -1.07634
0.92 -0.24 -0.455925 0.0517317 -1.28505
0.92 -0.22 -0.468955 0.0396806 -1.41718
0.92 -0.2 -0.47447 0.029241 -1.57488
0.92 -0.18 -0.485161 0.0168063 -1.73317
0.92 -0.16 -0.489019 0.0114278 -1.96478
0.92 -0.14 -0.492273 0.00609583 -2.22091
0.92 -0.12 -0.498792 0.0026105 -2.58848
0.92 -0.1 -0.499597 0.000788661 -3.13983
0.92 -0.08 -0.499681 3.9963e-05 -4.36014
0.92 -0.06 -0.499791 0.000295004 -3.49768
0.92 -0.04 -0.499054 0.00134572 -2.8906
0.92 -0.02 -0.499156 0.00323837 -2.39839
0.92 3.95517e-16 -0.497437 0.00524923 -2.32976
0.92 0.02 -0.493981 0.0100706 -2.09416
0.92 0.04 -0.496114 0.0104737 -1.91289
0.92 0.06 -0.490239 0.0137805 -1.84252
0.92 0.08 -0.48564 0.0190055 -1.711
0.92 0.1 -0.48754 0.0193532 -1.74731
0.92 0.12 -0.482628 0.0242856 -1.62953
0.92 0.14 -0.486506 0.0277517 -1.55869
0.92 0.16 -0.475322 0.0316113 -1.44919
0.92 0.18 -0.474317 0.0372787 -1.47865
0.92 0.2 -0.481655 0.0434897 -1.37349
0.92 0.22 -0.471675 0.0400889 -1.30112
0.92 0.24 -0.468723 0.0481376 -1.42724
0.92 0.26 -0.472729 0.0622449 -1.20636
0.92 0.28 -0.464708 0.0530105 -1.32475
0.94 -0.7 0.181731 0.843425 -0.272625
0.94 -0.68 0.265139 0.40631 -1.34707
0.94 -0.66 0.256963 0.724765 -0.282111
0.94 -0.64 0.0528476 0.526346 -0.507952
0.94 -0.62 0.0516882 0.762059 -0.280231
0.94 -0.6 0.0721305 0.836155 -0.270811
0.94 -0.58 0.156338 1.00806 -0.500411
0.94 -0.56 0.0663829 0.505437 -0.123274
0.94 -0.54 0.0359755 0.476352 -0.232094
0.94 -0.52 -0.0269568 0.350371 -0.175955
0.94 -0.5 -0.0335346 0.181679 -0.214563
0.94 -0.48 -0.0688025 0.310198 -0.533572
0.94 -0.46 -0.135101 0.511046 -0.286341
0.94 -0.44 -0.132299 0.289126 -0.300131
0.94 -0.42 -0.220214 0.342058 -0.390064
0.94 -0.4 -0.214946 0.409603 -0.443314
0.94 -0.38 -0.286795 0.301445 -0.482158
0.94 -0.36 -0.326291 0.252024 -0.583198
0.94 -0.34 -0.360477 0.205411 -0.661789
0.94 -0.32 -0.385711 0.170868 -0.751029
0.94 -0.3 -0.389329 0.137002 -0.798087
0.94 -0.28 -0.420927 0.114568 -0.94908
0.94 -0.26 -0.43454 0.0931488 -1.06594
0.94 -0.24 -0.460423 0.0693647 -1.16773
0.94 -0.22 -0.469054 0.0484495 -1.28124
0.94 -0.2 -0.47317 0.0346567 -1.44598
0.94 -0.18 -0.480796 0.0277252 -1.59945
0.94 -0.16 -0.490414 0.0165228 -1.78899
0.94 -0.14 -0.496445 0.00987939 -1.99477
0.94 -0.12 -0.495377 0.00564562 -2.26665
0.94 -0.1 -0.496811 0.00239687 -2.643
0.94 -0.08 -0.499577 0.000586433 -3.24099
0.94 -0.06 -0.499955 1.66813e-05 -4.80725
0.94 -0.04 -0.499787 0.000346522 -3.46035
0.94 -0.02 -0.499351 0.00162721 -2.7994
0.94 3.95517e-16 -0.498215 0.00331988 -2.50867
0.94 0.02 -0.498369 0.0051956 -2.20857
0.94 0.04 -0.494338 0.00797809 -2.14307
0.94 0.06 -0.491918 0.0114226 -2.01211
0.94 0.08 -0.494529 0.0134814 -1.88943
0.94 0.1 -0.489777 0.0162763 -1.67861
0.94 0.12 -0.488567 0.0204179 -1.75407
0.94 0.14 -0.490036 0.0228427 -1.6076
0.94 0.16 -0.484793 0.0268921 -1.62539
0.94 0.18 -0.480637 0.0341463 -1.53008
0.94 0.2 -0.478936 0.0281359 -1.45527
0.94 0.22 -0.478606 0.0373834 -1.3954
0.94 0.24 -0.475948 0.0526048 -1.34396
0.94 0.26 -0.463628 0.0425723 -1.2904
0.94 0.28 -0.471986 0.0572421 -1.33569
0.96 -0.7 0.224384 0.637518 -0.115399
0.96 -0.68 -0.0030396 0.837071 0.00667641
0.96 -0.66 0.0607732 0.694749 -0.0792581
0.96 -0.64 0.224723 0.97462 -0.437915
0.96 -0.62 0.0870484 0.673397 -0.0371815
0.96 -0.6 0.10224 1.08091 -0.0684425
0.96 -0.58 0.051563 0.925622 -0.380704
0.96 -0.56 0.0813008 0.904835 -0.165345
0.96 -0.54 0.0834306 0.931354 -0.154431
0.96 -0.52 0.034719 0.518174 -0.0873422
0.96 -0.5 -0.0220273 0.409241 -0.0862637
0.96 -0.48 -0.0579545 0.628078 -0.411957
0.96 -0.46 -0.118368 0.480444 -0.441515
0.96 -0.44 -0.130213 0.484759 -0.312419
0.96 -0.42 -0.221111 0.42379 -0.370789
0.96 -0.4 -0.257279 0.369499 -0.391753
0.96 -0.38 -0.197439 0.326027 -0.484461
0.96 -0.36 -0.320995 0.307959 -0.567948
0.96 -0.34 -0.345588 0.2459 -0.575314
0.96 -0.32 -0.375666 0.208139 -0.693655
0.96 -0.3 -0.399536 0.173517 -0.764514
0.96 -0.28 -0.421966 0.133074 -0.861981
0.96 -0.26 -0.420324 0.104179 -0.968865
0.96 -0.24 -0.444215 0.081155 -1.09755
0.96 -0.22 -0.465659 0.0666366 -1.16421
0.96 -0.2 -0.46926 0.0476883 -1.2884
0.96 -0.18 -0.480139 0.0361246 -1.47849
0.96 -0.16 -0.483776 0.0257383 -1.62503
0.96 -0.14 -0.486832 0.0147582 -1.83333
0.96 -0.12 -0.49406 0.00845995 -2.01914
0.96 -0.1 -0.497207 0.00490197 -2.2927
0.96 -0.08 -0.499006 0.00216995 -2.66175
0.96 -0.06 -0.499337 0.000499881 -3.32775
0.96 -0.04 -0.500026 2.35181e-06 -5.64797
0.96 -0.02 -0.500203 0.000378959 -3.47074
0.96 3.95517e-16 -0.498908 0.00137641 -2.81033
0.96 0.02 -0.499008 0.00299478 -2.46274
0.96 0.04 -0.495385 0.00540538 -2.26888
0.96 0.06 -0.497783 0.00700324 -2.07917
0.96 0.08 -0.495275 0.00909322 -2.00652
0.96 0.1 -0.490021 0.0143 -1.76694
0.96 0.12 -0.488765 0.0182828 -1.86366
0.96 0.14 -0.488042 0.021197 -1.63813
0.96 0.16 -0.485062 0.0220251 -1.61015
0.96 0.18 -0.489564 0.0293858 -1.58758
0.96 0.2 -0.485018 0.0309557 -1.48927
0.96 0.22 -0.473061 0.0320027 -1.42578
0.96 0.24 -0.483279 0.036226 -1.40795
0.96 0.26 -0.474223 0.0406029 -1.33163
0.96 0.28 -0.471435 0.0435926 -1.37639
0.98 -0.7 0.0697234 1.01048 -0.946548
0.98 -0.68 0.347401 1.43308 0.147649
0.98 -0.66 0.0776242 1.18476 -0.263701
0.98 -0.64 -0.0453565 0.570281 0.193973
0.98 -0.62 0.234675 0.647608 -0.176928
0.98 -0.6 0.138442 0.385614 -0.180683
0.98 -0.58 0.1427 0.214586 -0.656456
0.98 -0.56 0.0987083 0.892672 -0.110962
0.98 -0.54 0.0638729 0.556239 -0.0133845
0.98 -0.52 0.00446975 0.63501 -0.162886
0.98 -0.5 -0.00417561 0.650621 -0.500077
0.98 -0.48 -0.0426765 0.786669 -0.131748
0.98 -0.46 -0.111649 0.66186 -0.218985
0.98 -0.44 -0.100618 0.588742 -0.412429
0.98 -0.42 -0.193307 0.43918 -0.308166
0.98 -0.4 -0.174311 0.455147 -0.371968
0.98 -0.38 -0.2725 0.381613 -0.382486
0.98 -0.36 -0.215373 0.304114 -0.470289
0.98 -0.34 -0.334475 0.274445 -0.506139
0.98 -0.32 -0.305835 0.25971 -0.640254
0.98 -0.3 -0.386704 0.182145 -0.711084
0.98 -0.28 -0.410346 0.154392 -0.784674
0.98 -0.26 -0.428278 0.121834 -0.894101
0.98 -0.24 -0.441759 0.0933164 -1.02067
0.98 -0.22 -0.454717 0.0726336 -1.09047
0.98 -0.2 -0.467949 0.0619275 -1.21284
0.98 -0.18 -0.478942 0.044617 -1.36278
0.98 -0.16 -0.487351 0.032357 -1.50571
0.98 -0.14 -0.488527 0.0253372 -1.64635
0.98 -0.12 -0.490934 0.0139197 -1.8584
0.98 -0.1 -0.496116 0.00873689 -2.09738
0.98 -0.08 -0.496385 0.00489715 -2.35255
0.98 -0.06 -0.498488 0.00221215 -2.75972
0.98 -0.04 -0.499797 0.000392756 -3.40499
0.98 -0.02 -0.499997 1.45782e-07 -6.8881
0.98 3.95517e-16 -0.499468 0.000374524 -3.40582
0.98 0.02 -0.500186 0.00144714 -2.78912
0.98 0.04 -0.49973 0.00302319 -2.5133
0.98 0.06 -0.496788 0.00478859 -2.30173
0.98 0.08 -0.499073 0.00706902 -2.09075
0.98 0.1 -0.493093 0.0104659 -2.01672
0.98 0.12 -0.490242 0.0122885 -1.8414
0.98 0.14 -0.492897 0.0168366 -1.81193
0.98 0.16 -0.491716 0.0259971 -1.66736
0.98 0.18 -0.488718 0.0184319 -1.62832
0.98 0.2 -0.485473 0.0236024 -1.58176
0.98 0.22 -0.48092 0.0280276 -1.58914
0.98 0.24 -0.480682 0.0344603 -1.49127
0.98 0.26 -0.48081 0.0316171 -1.50802
0.98 0.28 -0.481605 0.0372819 -1.40939
1 -0.7 0.332367 1.75742 0.0478139
1 -0.68 0.322824 1.02723 -0.545897
1 -0.66 0.235425 0.888553 0.0652813
1 -0.64 0.153825 1.25116 0.144939
1 -0.62 0.191617 0.716784 0.0370607
1 -0.6 0.230329 1.30055 0.0321029
1 -0.58 0.232826 0.937973 -0.0272858
1 -0.56 0.11057 0.716109 0.00884579
1 -0.54 0.107658 0.927825 0.0911851
1 -0.52 0.0208094 1.09495 -0.073256
1 -0.5 0.00601128 0.777428 -0.0789508
1 -0.48 -0.0371609 0.864102 -0.109604
1 -0.46 -0.0951204 0.448289 -0.169147
1 -0.44 -0.128356 0.699367 -0.189562
1 -0.42 -0.166208 0.573597 -0.248481
1 -0.4 -0.228791 0.450297 -0.273674
1 -0.38 -0.270327 0.437858 -0.377816
1 -0.36 -0.300812 0.450416 -0.319711
1 -0.34 -0.334409 0.284866 -0.502472
1 -0.32 -0.361042 0.254051 -0.598007
1 -0.3 -0.376475 0.257935 -0.623483
1 -0.28 -0.406807 0.187523 -0.708298
1 -0.26 -0.407821 0.151149 -0.853387
1 -0.24 -0.433941 0.129641 -0.928934
1 -0.22 -0.45711 0.0901406 -1.03893
1 -0.2 -0.462633 0.0744155 -1.14037
1 -0.18 -0.471401 0.0577908 -1.22265
1 -0.16 -0.48499 0.0433446 -1.40056
1 -0.14 -0.484519 0.0282767 -1.50878
1 -0.12 -0.487473 0.0206142 -1.70077
1 -0.1 -0.495458 0.0139116 -1.86876
1 -0.08 -0.495223 0.00864735 -2.06001
1 -0.06 -0.496036 0.0045926 -2.3705
1 -0.04 -0.500007 0.00184236 -2.77352
1 -0.02 -0.499405 0.000500272 -3.40722
1 3.95517e-16 -0.5 0 -19
1 0.02 -0.499462 0.000352387 -3.37717
1 0.04 -0.49971 0.00121724 -2.86418
1 0.06 -0.499543 0.00276246 -2.56518
1 0.08 -0.496186 0.00468574 -2.32478
1 0.1 -0.495871 0.00762429 -2.15792
1 0.12 -0.49517 0.0409885 -2.03708
1 0.14 -0.493478 0.0133719 -1.90224
1 0.16 -0.494097 0.0164076 -1.81065
1 0.18 -0.48394 0.0215557 -1.67287
1 0.2 -0.483376 0.0202822 -1.73479
1 0.22 -0.486495 0.0286597 -1.57052
1 0.24 -0.486661 0.0295607 -1.57794
1 0.26 -0.482368 0.0449398 -1.40897
1 0.28 -0.475302 0.0349036 -1.45146
1.02 -0.7 0.133539 0.714654 0.0756633
1.02 -0.68 0.194807 1.13749 -0.314175
1.02 -0.66 0.288243 1.4449 0.0397721
1.02 -0.64 0.279701 1.15831 0.165908
1.02 -0.62 0.0111433 0.632898 0.0926559
1.02 -0.6 0.223652 1.09623 -0.178068
1.02 -0.58 0.0644922 1.11186 0.0322975
1.02 -0.56 0.169157 1.30889 -0.127413
1.02 -0.54 0.0718646 0.780449 0.0397298
1.02 -0.52 0.0473764 0.409313 -0.0701578
1.02 -0.5 0.0195037 0.870577 -0.122008
1.02 -0.48 -0.044916 0.704274 -0.118178
1.02 -0.46 -0.0793725 0.813319 0.00625723
1.02 -0.44 -0.140437 0.672517 -0.237445
1.02 -0.42 -0.176068 0.614888 -0.179315
1.02 -0.4 -0.224546 0.57592 -0.260642
1.02 -0.38 -0.260934 0.482679 -0.331981
1.02 -0.36 -0.28646 0.452051 -0.371668
1.02 -0.34 -0.336497 0.362695 -0.428748
1.02 -0.32 -0.357999 0.314584 -0.505031
1.02 -0.3 -0.382167 0.267147 -0.612609
1.02 -0.28 -0.389312 0.209432 -0.68015
1.02 -0.26 -0.426228 0.167559 -0.783624
1.02 -0.24 -0.438435 0.238977 -0.820927
1.02 -0.22 -0.442814 0.10809 -0.97408
1.02 -0.2 -0.457621 0.087156 -1.0589
1.02 -0.18 -0.463395 0.0676716 -1.14159
1.02 -0.16 -0.474873 0.0540269 -1.29049
1.02 -0.14 -0.477569 0.0423528 -1.35307
1.02 -0.12 -0.49121 0.0281705 -1.5167
1.02 -0.1 -0.490276 0.0191398 -1.69776
1.02 -0.08 -0.493637 0.013549 -1.91673
1.02 -0.06 -0.493812 0.00809654 -2.11261
1.02 -0.04 -0.496947 0.00369226 -2.43033
1.02 -0.02 -0.498759 0.0014717 -2.78698
1.02 3.95517e-16 -0.499204 0.000386999 -3.34783
1.02 0.02 -0.500008 1.06841e-07 -6.99707
1.02 0.04 -0.499734 0.000362502 -3.39964
1.02 0.06 -0.499125 0.00129437 -2.82402
1.02 0.08 -0.500033 0.00284584 -2.60943
1.02 0.1 -0.497701 0.00410705 -2.33355
1.02 0.12 -0.495956 0.00692169 -2.10958
1.02 0.14 -0.495103 0.00901979 -1.97744
1.02 0.16 -0.499192 0.0114784 -1.9142
1.02 0.18 -0.498103 0.0144323 -1.73083
1.02 0.2 -0.490376 0.0175069 -1.72333
1.02 0.22 -0.489871 0.0229163 -1.63432
1.02 0.24 -0.486459 0.0224664 -1.49929
1.02 0.26 -0.485914 0.0313123 -1.58613
1.02 0.28 -0.487922 0.0346161 -1.44879
1.04 -0.7 0.188459 0.4236 0.110181
1.04 -0.68 0.269506 0.995047 0.199893
1.04 -0.66 0.273711 1.74266 0.145399
1.04 -0.64 0.352001 1.8373 -0.140222
1.04 -0.62 0.154593 1.53001 0.248089
1.04 -0.6 0.216371 0.764052 0.0918593
1.04 -0.58 0.111232 1.58212 0.0125768
1.04 -0.56 0.0911733 0.712704 0.0840739
1.04 -0.54 0.110331 0.931652 -0.0468328
1.04 -0.52 0.0617203 0.754165 -0.0776834
1.04 -0.5 0.01746 1.01284 -0.175923
1.04 -0.48 -0.00550858 1.6256 -0.251921
1.04 -0.46 -0.0787143 0.801741 -0.0704053
1.04 -0.44 -0.155225 0.474537 -0.180521
1.04 -0.42 -0.177285 0.599497 -0.137412
1.04 -0.4 -0.205362 0.618585 -0.221489
1.04 -0.38 -0.248956 0.507904 -0.267317
1.04 -0.36 -0.285761 0.469788 -0.329674
1.04 -0.34 -0.312912 2.43423 -0.394739
1.04 -0.32 -0.294159 0.306982 -0.472968
1.04 -0.3 -0.371497 0.310691 -0.54629
1.04 -0.28 -0.392524 0.227208 -0.583677
1.04 -0.26 -0.408871 0.19242 -0.715015
1.04 -0.24 -0.424602 0.155856 -0.788363
1.04 -0.22 -0.437132 0.140842 -0.885669
1.04 -0.2 -0.449868 0.103622 -0.971491
1.04 -0.18 -0.46385 0.0907982 -0.929549
1.04 -0.16 -0.472037 0.061871 -1.16511
1.04 -0.14 -0.476515 0.0598557 -1.2947
1.04 -0.12 -0.482302 0.0365085 -1.37451
1.04 -0.1 -0.489895 0.0322176 -1.53068
1.04 -0.08 -0.48791 0.0209983 -1.65446
1.04 -0.06 -0.498037 0.0131387 -1.88439
1.04 -0.04 -0.497017 0.00708077 -2.10257
1.04 -0.02 -0.496021 0.00371252 -2.39289
1.04 3.95517e-16 -0.499519 0.00174781 -2.75744
1.04 0.02 -0.499822 0.000439219 -3.34393
1.04 0.04 -0.500016 1.81297e-06 -5.81104
1.04 0.06 -0.5001 0.000299895 -3.52969
1.04 0.08 -0.499351 0.00125861 -2.92599
1.04 0.1 -0.498731 0.00288779 -2.4953
1.04 0.12 -0.497658 0.00493684 -2.29627
1.04 0.14 -0.49706 0.0062591 -2.13071
1.04 0.16 -0.494342 0.00967242 -2.04248
1.04 0.18 -0.496049 0.010799 -1.91375
1.04 0.2 -0.490216 0.0166949 -1.76676
1.04 0.22 -0.490158 0.0183937 -1.73945
1.04 0.24 -0.490766 0.0194122 -1.63245
1.04 0.26 -0.488788 0.0248779 -1.54555
1.04 0.28 -0.487132 0.0269821 -1.56178
1.06 -0.7 0.388134 0.257106 0.313547
1.06 -0.68 0.113446 1.02698 0.053916
1.06 -0.66 0.341934 0.545714 0.18026
1.06 -0.64 0.279357 1.92466 0.103464
1.06 -0.62 0.0683371 1.60839 0.0728978
1.06 -0.6 0.286996 1.7062 -0.264993
1.06 -0.58 0.265594 0.924129 -0.0520108
1.06 -0.56 0.0656359 1.74198 0.166836
1.06 -0.54 0.149673 1.40924 0.0557779
1.06 -0.52 0.0816833 1.30262 0.103902
1.06 -0.5 0.0245955 1.1596 -0.0212962
1.06 -0.48 -0.0216057 1.21082 0.0588186
1.06 -0.46 -0.0619856 1.92964 -0.148719
1.06 -0.44 -0.124274 0.849932 -0.0563544
1.06 -0.42 -0.159722 0.752376 -0.136059
1.06 -0.4 -0.17945 0.624905 -0.213281
1.06 -0.38 -0.247827 0.591792 -0.249522
1.06 -0.36 -0.237297 0.582694 -0.295942
1.06 -0.34 -0.31312 0.434931 -0.388791
1.06 -0.32 -0.328304 0.411399 -0.416734
1.06 -0.3 -0.356663 0.452224 -0.477286
1.06 -0.28 -0.378944 0.282976 -0.522533
1.06 -0.26 -0.408752 0.236704 -0.659367
1.06 -0.24 -0.414474 0.196796 -0.69848
1.06 -0.22 -0.430309 0.160793 -0.807652
1.06 -0.2 -0.445392 0.126752 -0.871516
1.06 -0.18 -0.459863 0.109335 -1.00221
1.06 -0.16 -0.465675 0.079298 -1.07117
1.06 -0.14 -0.46881 0.0702773 -1.21857
1.06 -0.12 -0.479628 0.0476919 -1.27992
1.06 -0.1 -0.484396 0.0410935 -1.44783
1.06 -0.08 -0.490332 0.0249282 -1.59247
1.06 -0.06 -0.495265 0.0182058 -1.76355
1.06 -0.04 -0.494557 0.0134158 -1.96594
1.06 -0.02 -0.496073 0.00675374 -2.14362
1.06 3.95517e-16 -0.496972 0.00435626 -2.3885
1.06 0.02 -0.497514 0.00177365 -2.78391
1.06 0.04 -0.499898 0.000453962 -3.4065
1.06 0.06 -0.500069 7.60735e-06 -5.13228
1.06 0.08 -0.499686 0.000302071 -3.48
1.06 0.1 -0.499535 0.00115426 -2.92793
1.06 0.12 -0.498226 0.00261896 -2.63336
1.06 0.14 -0.499213 0.00463151 -2.33038
1.06 0.16 -0.496857 0.00718681 -2.24806
1.06 0.18 -0.496973 0.0104217 -2.04213
1.06 0.2 -0.497816 0.011155 -1.87968
1.06 0.22 -0.493511 0.0145341 -1.79628
1.06 0.24 -0.492738 0.0244641 -1.70196
1.06 0.26 -0.492689 0.0180769 -1.72461
1.06 0.28 -0.489349 0.0243932 -1.54863
1.08 -0.7 0.293782 2.49279 0.328761
1.08 -0.68 0.0548634 2.24597 0.180253
1.08 -0.66 0.444595 1.75973 0.181636
1.08 -0.64 0.344657 2.32599 0.172629
1.08 -0.62 0.166131 1.7237 0.212824
1.08 -0.6 0.286078 1.83429 0.0328619
1.08 -0.58 0.176267 1.65506 0.241626
1.08 -0.56 0.199575 1.33663 0.155625
1.08 -0.54 0.161745 1.30906 0.0956126
1.08 -0.52 0.0799132 1.32807 0.0249238
1.08 -0.5 0.067485 1.05356 0.131771
1.08 -0.48 -0.0215311 1.02014 -0.0310359
1.08 -0.46 -0.0435972 1.10591 0.00895977
1.08 -0.44 -0.0766653 0.986377 0.0110196
1.08 -0.42 -0.149054 1.08514 -0.10719
1.08 -0.4 -0.192807 0.725369 -0.159983
1.08 -0.38 -0.243062 0.640879 -0.16261
1.08 -0.36 -0.264042 0.587245 -0.253269
1.08 -0.34 -0.296321 0.46368 -0.293703
1.08 -0.32 -0.328211 0.456347 -0.373902
1.08 -0.3 -0.351298 0.35524 -0.458552
1.08 -0.28 -0.361728 0.317846 -0.509109
1.08 -0.26 -0.401458 0.27603 -0.564208
1.08 -0.24 -0.398077 0.213945 -0.670423
1.08 -0.22 -0.418005 0.197894 -0.680639
1.08 -0.2 -0.442476 0.16427 -0.77578
1.08 -0.18 -0.450692 0.115181 -0.908304
1.08 -0.16 -0.464398 0.0886871 -0.99142
1.08 -0.14 -0.458532 0.081287 -1.09532
1.08 -0.12 -0.471268 0.0632964 -1.23454
1.08 -0.1 -0.477221 0.04665 -1.30098
1.08 -0.08 -0.489775 0.0328971 -1.46043
1.08 -0.06 -0.493172 0.0217689 -1.5724
1.08 -0.04 -0.492252 0.0167546 -1.74092
1.08 -0.02 -0.493258 0.0111748 -1.89149
1.08 3.95517e-16 -0.49833 0.00735891 -2.13244
1.08 0.02 -0.500122 0.00407347 -2.38542
1.08 0.04 -0.498263 0.0018607 -2.74744
1.08 0.06 -0.498714 0.000513205 -3.30258
1.08 0.08 -0.499857 2.26959e-05 -4.63823
1.08 0.1 -0.499772 0.000245515 -3.64143
1.08 0.12 -0.500338 0.00108384 -2.97729
1.08 0.14 -0.499217 0.0026594 -2.35811
1.08 0.16 -0.498413 0.00400633 -2.4376
1.08 0.18 -0.499838 0.00621453 -2.13881
1.08 0.2 -0.495665 0.00888711 -2.04146
1.08 0.22 -0.495802 0.0115612 -1.97686
1.08 0.24 -0.496513 0.0136218 -1.83789
1.08 0.26 -0.493341 0.0282953 -1.62631
1.08 0.28 -0.49153 0.0222353 -1.69074
1.1 -0.7 0.112997 2.15255 0.0701795
1.1 -0.68 0.220756 1.29592 -0.00664385
1.1 -0.66 0.384798 1.96804 2.27991e-05
1.1 -0.64 0.366621 2.12386 0.0159588
1.1 -0.62 0.219288 1.88543 0.26153
1.1 -0.6 0.219851 2.0032 0.160488
1.1 -0.58 0.212068 1.91779 0.376187
1.1 -0.56 0.120706 0.963558 0.28616
1.1 -0.54 0.171795 0.895401 0.0803415
1.1 -0.52 0.109796 1.51531 0.18246
1.1 -0.5 0.0589702 1.37432 0.0860841
1.1 -0.48 0.00706639 1.06518 0.10018
1.1 -0.46 -0.0456535 1.05773 0.0346215
1.1 -0.44 -0.0901246 1.05444 0.000877343
1.1 -0.42 -0.117886 0.89059 -0.0424831
1.1 -0.4 -0.190775 0.767913 -0.0789953
1.1 -0.38 -0.221056 0.71685 -0.154944
1.1 -0.36 -0.249512 0.596788 -0.179845
1.1 -0.34 -0.307498 0.553687 -0.241582
1.1 -0.32 -0.299379 0.478683 -0.35759
1.1 -0.3 -0.359813 0.419479 -0.327486
1.1 -0.28 -0.363644 0.365293 -0.455055
1.1 -0.26 -0.401053 0.340328 -0.542494
1.1 -0.24 -0.409176 0.290846 -0.605782
1.1 -0.22 -0.416044 0.221551 -0.684041
1.1 -0.2 -0.435288 0.186964 -0.772259
1.1 -0.18 -0.439245 0.201433 -0.870327
1.1 -0.16 -0.449965 0.125544 -0.912055
1.1 -0.14 -0.467601 0.0926834 -0.892834
1.1 -0.12 -0.473706 0.083697 -1.11518
1.1 -0.1 -0.476329 0.0579981 -1.21607
1.1 -0.08 -0.479349 0.044663 -1.34917
1.1 -0.06 -0.488913 0.037156 -1.43629
1.1 -0.04 -0.485625 0.0252388 -1.59197
1.1 -0.02 -0.489551 0.0181149 -1.77385
1.1 3.95517e-16 -0.494964 0.0121244 -1.94066
1.1 0.02 -0.496288 0.00723733 -2.10121
1.1 0.04 -0.498176 0.00424613 -2.35052
1.1 0.06 -0.499757 0.00187252 -2.74813
1.1 0.08 -0.50007 0.000579702 -3.23539
1.1 0.1 -0.49956 5.05575e-05 -4.30212
1.1 0.12 -0.500127 0.000278762 -3.64462
1.1 0.14 -0.500214 0.000957986 -3.0272
1.1 0.16 -0.499045 0.00210726 -2.62408
1.1 0.18 -0.499878 0.0038628 -2.3966
1.1 0.2 -0.497299 0.00668027 -2.22099
1.1 0.22 -0.497482 0.00843102 -2.02412
1.1 0.24 -0.496763 0.00962447 -1.96118
1.1 0.26 -0.494418 0.0172599 -1.83869
1.1 0.28 -0.494974 0.0170148 -1.82825
1.12 -0.7 0.367559 1.10897 0.465587
1.12 -0.68 0.0676586 1.41635 0.433144
1.12 -0.66 0.515334 1.03143 0.408241
1.12 -0.64 0.257915 2.03288 0.306726
1.12 -0.62 0.239302 1.80862 0.434357
1.12 -0.6 0.340515 1.68677 0.152265
1.12 -0.58 0.189458 2.09631 0.183892
1.12 -0.56 0.164771 1.79169 0.129839
1.12 -0.54 0.195676 1.86817 -0.190335
1.12 -0.52 0.11079 1.36225 0.00520534
1.12 -0.5 0.0607022 1.32666 0.000710335
1.12 -0.48 0.0253083 1.34549 0.107929
1.12 -0.46 -0.0360949 1.12488 -0.0750306
1.12 -0.44 -0.0699964 1.20971 -0.0545622
1.12 -0.42 -0.114893 0.984758 0.0324351
1.12 -0.4 -0.15998 0.876032 -0.106612
1.12 -0.38 -0.217334 0.789641 -0.110747
1.12 -0.36 -0.276026 0.738215 -0.159734
1.12 -0.34 -0.273982 0.620827 -0.227138
1.12 -0.32 -0.305643 0.529375 -0.290681
1.12 -0.3 -0.322337 0.449676 -0.316146
1.12 -0.28 -0.347946 0.431695 -0.400133
1.12 -0.26 -0.373632 0.33353 -0.440705
1.12 -0.24 -0.39201 0.300193 -0.550984
1.12 -0.22 -0.399027 0.269402 -0.617578
1.12 -0.2 -0.433167 0.197448 -0.673255
1.12 -0.18 -0.433585 0.169524 -0.773077
1.12 -0.16 -0.447965 0.14646 -0.849748
1.12 -0.14 -0.457687 0.106142 -0.916792
1.12 -0.12 -0.468709 0.0968831 -1.0277
1.12 -0.1 -0.473827 0.0798369 -1.13247
1.12 -0.08 -0.475501 0.0591693 -1.26093
1.12 -0.06 -0.48243 0.0530771 -1.38895
1.12 -0.04 -0.483344 0.0393293 -1.44003
1.12 -0.02 -0.494893 0.0242193 -1.59898
1.12 3.95517e-16 -0.494387 0.0169253 -1.7307
1.12 0.02 -0.495622 0.0141488 -1.84194
1.12 0.04 -0.497895 0.00698303 -2.1237
1.12 0.06 -0.499295 0.00437518 -2.43226
1.12 0.08 -0.497555 0.00220041 -2.71508
1.12 0.1 -0.499381 0.000636737 -3.20128
1.12 0.12 -0.499609 9.89631e-05 -4.00746
1.12 0.14 -0.500138 0.000307401 -3.68018
1.12 0.16 -0.499627 0.000954837 -3.00311
1.12 0.18 -0.499595 0.00178784 -2.62212
1.12 0.2 -0.5 0.00362601 -2.38085
1.12 0.22 -0.497725 0.00532075 -2.21224
1.12 0.24 -0.498801 0.00873648 -2.03915
1.12 0.26 -0.495496 0.00992661 -2.00615
1.12 0.28 -0.495802 0.0115236 -1.81537
1.14 -0.7 0.298597 2.90113 0.24122
1.14 -0.68 0.298871 1.96188 0.389441
1.14 -0.66 0.489534 1.10618 0.344925
1.14 -0.64 0.426669 1.79767 0.383657
1.14 -0.62 0.409512 1.52235 0.116211
