1,0.130043,120,81,1
1,0.185956,119,80,2
1,0.611639,118,79,3
1,0.634598,118,80,3
1,0.637325,117,79,4
1,0.646271,116,78,5
1,0.781619,115,77,6
1,0.849156,114,76,7
1,0.931222,113,75,8
1,0.947559,112,74,9
1,1.02945,111,73,10
1,1.05964,112,73,10
1,1.30335,111,72,11
1,1.31979,110,71,12
1,1.42278,109,70,13
1,1.66461,108,69,14
1,1.83865,107,68,15
1,1.84826,106,67,16
1,1.9746,106,68,16
1,2.08928,106,69,16
1,2.22659,106,70,16
1,2.41006,105,69,17
1,2.69967,104,68,18
1,2.70367,103,67,19
1,2.79238,102,66,20
1,2.98482,101,65,21
1,3.07036,100,64,22
1,3.23183,99,63,23
1,3.38326,98,62,24
1,3.40676,97,61,25
1,3.46335,96,60,26
1,4.07848,95,59,27
1,4.23588,94,58,28
1,4.25547,93,57,29
1,4.30105,93,58,29
1,4.31175,92,57,30
1,4.62583,91,56,31
1,4.97256,90,55,32
1,5.10427,89,54,33
1,5.19723,88,53,34
1,5.47721,88,53,33
1,5.8483,89,53,33
1,5.86094,88,52,34
1,5.90151,88,53,34
1,6.22783,87,52,35
1,6.28438,86,51,36
1,6.31303,85,50,37
1,6.50999,84,49,38
1,6.53134,85,49,38
1,6.53587,84,48,39
1,6.77116,85,48,39
1,7.01638,85,49,39
1,7.26742,85,50,39
1,7.27407,84,49,40
1,7.32053,84,50,40
1,7.37901,83,49,41
1,7.39166,82,48,42
1,7.41828,82,49,42
1,7.76771,83,49,42
1,7.7833,84,49,42
1,7.80066,83,48,43
1,7.80756,82,47,44
1,7.983,81,46,45
1,8.00232,80,45,46
1,8.14034,79,44,47
1,8.36236,78,43,48
1,8.47188,77,42,49
1,8.51216,76,41,50
1,8.64039,75,40,51
1,8.74593,75,41,51
1,8.93535,76,41,51
1,8.95187,75,40,52
1,9.13273,75,41,52
1,9.41061,75,42,52
1,9.93846,74,41,53
1,10.1885,73,40,54
1,10.5423,72,39,55
1,10.6351,71,38,56
1,10.9442,70,37,57
1,10.997,69,36,58
1,11.0862,68,35,59
1,11.4375,68,36,59
1,11.445,67,35,60
1,11.7729,66,34,61
1,12.4015,65,33,62
1,13.0989,66,33,62
1,13.6193,65,32,63
1,13.739,64,31,64
1,14.0675,65,31,64
1,14.3229,66,31,64
1,14.5125,67,31,64
1,14.805,66,30,65
1,14.9509,66,31,65
1,14.9535,66,31,64
1,15.4029,66,32,64
1,15.4759,65,31,65
1,15.7378,65,32,65
1,15.874,64,31,66
1,16.0159,65,31,66
1,16.056,64,30,67
1,16.5498,63,29,68
1,16.562,62,28,69
1,16.7307,62,29,69
1,16.7496,61,28,70
1,16.978,61,28,69
1,17.0726,62,28,69
1,17.2259,63,28,69
1,17.5119,62,27,70
1,17.5654,62,28,70
1,17.5999,61,27,71
1,17.7762,61,28,71
1,17.9609,60,27,72
1,18.1845,59,26,73
1,18.3215,58,25,74
1,18.364,59,25,74
1,19.4637,60,25,74
1,20.2192,61,25,74
1,20.5387,61,26,74
1,20.6187,61,27,74
1,21.0785,60,26,75
1,21.1143,59,25,76
1,21.4737,59,25,75
1,21.7484,60,25,75
1,21.8659,61,25,75
1,21.8765,60,24,76
1,22.1026,61,24,76
1,22.4434,61,24,75
1,22.5676,62,24,75
1,23.5355,61,23,76
1,23.5564,60,22,77
1,23.9217,60,23,77
1,23.9301,61,23,77
1,24.1499,60,22,78
1,24.4164,60,23,78
1,24.5292,60,24,78
1,24.8226,59,23,79
1,24.8484,59,24,79
1,25.1133,58,23,80
1,25.3009,57,22,81
1,25.5187,57,22,80
1,26.0397,56,21,81
1,26.5178,57,21,81
1,27.0651,58,21,81
1,27.1574,58,21,80
1,27.3346,58,22,80
1,27.439,58,23,80
1,27.547,59,23,80
1,27.5916,59,24,80
1,27.6225,58,23,81
1,27.6318,58,24,81
1,27.7081,57,23,82
1,27.9461,57,23,81
1,27.9848,58,23,81
1,28.0563,58,24,81
1,28.4003,58,24,80
1,28.4584,58,25,80
1,28.5935,59,25,80
1,29.0814,58,24,81
1,29.2914,58,25,81
1,29.706,57,24,82
1,30.0455,57,25,82
1,30.3968,56,24,83
1,30.4828,55,23,84
