1,0.176007,120,81,1
1,0.251495,119,80,2
1,0.490784,118,79,3
1,0.546031,117,78,4
1,0.631446,116,77,5
1,0.740001,115,76,6
1,0.798671,114,75,7
1,1.10676,113,74,8
1,1.10848,112,73,9
1,1.13625,111,72,10
1,1.14747,110,71,11
1,1.63777,109,70,12
1,1.63944,108,69,13
1,1.78697,107,68,14
1,1.81786,106,67,15
1,1.83414,105,66,16
1,1.91232,104,65,17
1,1.93017,103,64,18
1,2.08941,103,65,18
1,2.24147,102,64,19
1,2.52404,101,63,20
1,2.70222,101,64,20
1,2.72039,100,63,21
1,2.73242,101,63,21
1,2.74586,100,62,22
1,2.98397,99,61,23
1,3.02393,98,60,24
1,3.03285,97,59,25
1,3.19607,97,59,24
1,3.22666,96,58,25
1,3.27556,95,57,26
1,3.28087,95,58,26
1,3.52997,94,57,27
1,3.60262,93,56,28
1,3.61545,92,55,29
1,3.65476,91,54,30
1,3.66652,90,53,31
1,3.73423,89,52,32
1,4.02252,88,51,33
1,4.13105,87,50,34
1,4.53485,88,50,34
1,4.5624,87,49,35
1,4.65186,86,48,36
1,4.71636,86,49,36
1,4.89237,85,48,37
1,4.9605,86,48,37
1,5.13915,86,48,36
1,5.19991,85,47,37
1,5.32392,84,46,38
1,5.48427,83,45,39
1,5.55458,82,44,40
1,5.56542,81,43,41
1,5.60535,80,42,42
1,5.93407,79,41,43
1,6.01272,78,40,44
1,6.08426,79,40,44
1,6.36843,80,40,44
1,6.46444,79,39,45
1,6.56312,79,39,44
1,6.76475,80,39,44
1,6.79543,81,39,44
1,6.81052,80,38,45
1,6.81301,79,37,46
1,6.903,78,36,47
1,7.0575,78,37,47
1,7.07167,78,37,46
1,7.34469,78,38,46
1,7.67889,77,37,47
1,7.93148,77,38,47
1,8.12298,77,39,47
1,8.16504,78,39,47
1,8.20476,77,38,48
1,8.28425,76,37,49
1,8.90411,75,36,50
1,9.28984,76,36,50
1,9.42817,75,35,51
1,9.70016,74,34,52
1,9.79906,75,34,52
1,10.1126,74,33,53
1,10.1561,73,32,54
1,10.2052,73,33,54
1,10.2369,73,33,53
1,10.3501,73,34,53
1,10.6989,72,33,54
1,10.8214,71,32,55
1,10.8979,70,31,56
1,11.2633,71,31,56
1,11.3725,72,31,56
1,11.5565,71,30,57
1,11.6171,70,29,58
1,11.6903,71,29,58
1,12.2458,70,28,59
1,12.3684,69,27,60
1,12.4766,70,27,60
1,12.5814,70,28,60
1,12.6698,70,28,59
1,12.7127,71,28,59
1,12.8038,71,29,59
1,12.8685,70,28,60
1,13.3292,69,27,61
1,13.4739,68,26,62
1,13.6249,68,27,62
1,13.7688,68,27,61
1,14.1612,67,26,62
1,14.5861,68,26,62
1,14.9681,69,26,62
1,14.9759,69,27,62
1,15.1499,68,26,63
1,15.299,67,25,64
1,15.3625,68,25,64
1,16.0011,69,25,64
1,16.7559,69,25,63
1,16.8977,69,26,63
1,16.9615,70,26,63
1,16.9691,69,25,64
1,17.0992,70,25,64
1,17.1746,69,24,65
1,17.7228,70,24,65
1,17.7942,71,24,65
1,18.3767,70,23,66
1,18.7576,69,22,67
1,18.8394,69,22,66
1,18.9246,68,21,67
1,19.1522,67,20,68
1,19.3533,66,19,69
1,19.4243,66,19,68
1,19.6061,66,19,67
1,20.0893,65,18,68
1,20.2291,64,17,69
1,20.4344,63,16,70
1,20.5561,62,15,71
1,20.7623,62,16,71
1,21.072,63,16,71
1,21.2094,62,15,72
1,21.2543,61,14,73
1,21.6416,62,14,73
1,21.8293,61,13,74
1,21.9767,62,13,74
1,22.013,63,13,74
1,22.8569,63,13,73
1,23.1402,64,13,73
1,23.5544,65,13,73
1,24.5222,65,14,73
1,24.6396,66,14,73
1,25.0091,65,13,74
1,26.4901,65,14,74
1,26.8283,65,15,74
1,27.2481,65,15,73
1,27.7366,64,14,74
1,28.3413,65,14,74
