  8.6603E-01   4.2596E-04   2.8831E-03 
  2.5981E+00   1.1701E-03   8.5634E-03 
  4.3301E+00   1.9187E-03   1.3990E-02 
  6.0622E+00   2.7091E-03   1.9007E-02 
  7.7942E+00   3.2588E-03   2.3479E-02 
  9.5263E+00   3.8426E-03   2.7297E-02 
  1.1258E+01   4.3866E-03   3.0381E-02 
  1.2990E+01   4.8209E-03   3.2686E-02 
  1.4722E+01   4.8677E-03   3.4196E-02 
  1.6454E+01   5.2430E-03   3.4929E-02 
  1.8187E+01   5.4970E-03   3.4932E-02 
  1.9919E+01   5.5669E-03   3.4274E-02 
  2.1651E+01   5.4868E-03   3.3041E-02 
  2.3383E+01   5.5746E-03   3.1334E-02 
  2.5115E+01   5.3815E-03   2.9259E-02 
  2.6847E+01   5.2815E-03   2.6920E-02 
  2.8579E+01   5.0935E-03   2.4420E-02 
  3.0311E+01   4.9203E-03   2.1851E-02 
  3.2043E+01   4.7959E-03   1.9294E-02 
  3.3775E+01   4.6753E-03   1.6818E-02 
  3.5507E+01   4.4867E-03   1.4475E-02 
  3.7239E+01   4.4116E-03   1.2306E-02 
  3.8971E+01   4.3224E-03   1.0335E-02 
  4.0703E+01   4.1819E-03   8.5765E-03 
  4.2435E+01   4.2756E-03   7.0336E-03 
  4.4167E+01   4.1851E-03   5.7014E-03 
  4.5899E+01   4.1107E-03   4.5684E-03 
  4.7631E+01   4.0831E-03   3.6191E-03 
  4.9363E+01   4.0973E-03   2.8347E-03 
  5.1095E+01   4.1467E-03   2.1955E-03 
  5.2828E+01   4.1813E-03   1.6816E-03 
  5.4560E+01   4.2884E-03   1.2738E-03 
  5.6292E+01   4.2942E-03   9.5434E-04 
  5.8024E+01   4.3814E-03   7.0721E-04 
  5.9756E+01   4.3577E-03   5.1840E-04 
  6.1488E+01   4.5861E-03   3.7590E-04 
  6.3220E+01   4.6368E-03   2.6964E-04 
  6.4952E+01   4.6400E-03   1.9135E-04 
  6.6684E+01   4.6643E-03   1.3435E-04 
  6.8416E+01   4.7753E-03   9.3325E-05 
  7.0148E+01   4.8048E-03   6.4141E-05 
  7.1880E+01   4.9716E-03   4.3618E-05 
  7.3612E+01   4.9511E-03   2.9350E-05 
  7.5344E+01   5.0428E-03   1.9542E-05 
  7.7076E+01   5.1172E-03   1.2875E-05 
  7.8808E+01   5.0576E-03   8.3938E-06 
  8.0540E+01   5.1929E-03   5.4153E-06 
  8.2272E+01   5.1134E-03   3.4574E-06 
  8.4004E+01   5.2141E-03   2.1844E-06 
  8.5737E+01   3.5986E-01   1.3658E-06 
