-0 0.104528 0.207912 0.309017 0.406737 0.5 0.587785 0.669131 0.743145 0.809017 0.866025 0.913545 0.951057 0.978148 0.994522 1 0.994522 0.978148 0.951057 0.913545 0.866025 0.809017 0.743145 0.669131 0.587785 0.5 0.406737 0.309017 0.207912 0.104528 -0 
-0.104528 0.00258215 0.112137 0.181473 0.327959 0.392164 0.474382 0.52119 0.672415 0.736617 0.815624 0.867464 0.882195 0.93352 0.941635 0.959232 0.942002 0.943872 0.898874 0.862868 0.792443 0.76622 0.705374 0.587852 0.454051 0.446767 0.300239 0.151558 0.0894188 -0.00627749 -0.104528 
-0.207912 -0.115156 -0.0162514 0.0782223 0.206888 0.323659 0.364441 0.468333 0.612738 0.664353 0.754118 0.82396 0.854529 0.881073 0.904835 0.887611 0.907395 0.873728 0.837749 0.778609 0.717909 0.686886 0.595316 0.559606 0.401081 0.265785 0.145034 0.0551094 -0.0442105 -0.158426 -0.207912 
-0.309017 -0.186476 -0.135206 -0.00483153 0.149264 0.230718 0.308517 0.430877 0.498209 0.528192 0.678877 0.749576 0.762987 0.790945 0.845988 0.8361 0.84164 0.82943 0.790471 0.76396 0.66628 0.622519 0.540905 0.415908 0.338694 0.191142 0.0806284 -0.0703815 -0.136335 -0.237413 -0.309017 
-0.406737 -0.294308 -0.187822 -0.0809242 -0.029269 0.0657758 0.244141 0.377534 0.463145 0.499189 0.634923 0.668887 0.701736 0.758024 0.756472 0.784371 0.79339 0.79007 0.742729 0.689775 0.655342 0.530729 0.454765 0.340719 0.285631 0.169984 0.0590027 -0.125706 -0.218969 -0.322442 -0.406737 
-0.5 -0.418535 -0.303198 -0.207987 -0.114427 0.00577503 0.114633 0.248321 0.324485 0.443646 0.530741 0.622879 0.638503 0.699407 0.713015 0.739854 0.722192 0.721992 0.666477 0.620439 0.563976 0.511282 0.393496 0.313533 0.19235 0.0940002 -0.00470763 -0.122529 -0.290048 -0.345155 -0.5 
-0.587785 -0.453967 -0.379647 -0.258501 -0.222028 -0.0492356 0.0624254 0.199668 0.29233 0.379911 0.434259 0.542367 0.590506 0.644769 0.661278 0.654991 0.633775 0.655576 0.636655 0.550974 0.524499 0.435491 0.370414 0.267565 0.11748 -0.0170607 -0.0904213 -0.230906 -0.331192 -0.434597 -0.587785 
-0.669131 -0.565609 -0.493889 -0.364875 -0.26187 -0.138554 -0.00994303 0.123786 0.235905 0.335536 0.375537 0.464316 0.538821 0.582691 0.584538 0.615716 0.606802 0.603416 0.566404 0.546729 0.497087 0.350028 0.294147 0.201433 -0.002105 -0.0747509 -0.171247 -0.314658 -0.422706 -0.535399 -0.669131 
-0.743145 -0.619975 -0.525422 -0.428594 -0.322004 -0.185378 -0.0310046 0.0506965 0.173243 0.28421 0.367952 0.414874 0.478082 0.51492 0.537993 0.556196 0.575778 0.537002 0.533353 0.471912 0.385968 0.340297 0.179552 0.0665987 -0.0357269 -0.156075 -0.242545 -0.397987 -0.494489 -0.624766 -0.743145 
-0.809017 -0.698185 -0.619243 -0.458255 -0.408807 -0.33602 -0.187384 -0.0278919 0.14158 0.221424 0.292976 0.320286 0.430085 0.478284 0.496466 0.531854 0.52627 0.509216 0.409685 0.404891 0.300923 0.254984 0.178956 0.000306476 -0.117233 -0.218403 -0.305953 -0.442171 -0.549162 -0.690329 -0.809017 
-0.866025 -0.74956 -0.654262 -0.563203 -0.444124 -0.334127 -0.223549 -0.0401073 0.0595972 0.115552 0.22051 0.290498 0.369688 0.418293 0.416977 0.475284 0.448778 0.427141 0.362937 0.321183 0.268997 0.219597 0.127723 0.0147959 -0.128769 -0.244991 -0.406189 -0.486277 -0.617045 -0.724838 -0.866025 
-0.913545 -0.788311 -0.650029 -0.583335 -0.493465 -0.337758 -0.241597 -0.138385 -0.0180417 0.0662091 0.171478 0.269146 0.322757 0.319387 0.366174 0.406185 0.406364 0.393485 0.35034 0.280588 0.22503 0.162717 0.0413827 -0.0546767 -0.197108 -0.358072 -0.44156 -0.52269 -0.623076 -0.746792 -0.913545 
-0.951057 -0.834127 -0.707352 -0.6088 -0.508533 -0.398045 -0.263048 -0.139314 -0.0595075 0.0348851 0.0928961 0.218741 0.278684 0.318651 0.344222 0.37314 0.372557 0.371153 0.253646 0.234964 0.165266 0.109323 0.0146927 -0.0634849 -0.217833 -0.365988 -0.494498 -0.617579 -0.681096 -0.818725 -0.951057 
-0.978148 -0.860116 -0.739581 -0.655006 -0.532329 -0.423069 -0.312687 -0.211871 -0.103309 -0.0135063 0.0666298 0.131305 0.242935 0.297173 0.330675 0.345447 0.316065 0.26319 0.252574 0.216752 0.142131 0.0524846 -0.0913504 -0.143894 -0.250859 -0.374915 -0.515386 -0.649986 -0.718241 -0.853385 -0.978148 
-0.994522 -0.901368 -0.777897 -0.628043 -0.561707 -0.460722 -0.342847 -0.239201 -0.141864 -0.070508 0.0120779 0.105962 0.195848 0.252871 0.282347 0.306799 0.296357 0.263842 0.178997 0.164005 0.0971362 0.0174172 -0.0847635 -0.174289 -0.287236 -0.414706 -0.523274 -0.680459 -0.749868 -0.865686 -0.994522 
-1 -0.892279 -0.785179 -0.674883 -0.551501 -0.472543 -0.377082 -0.270806 -0.215445 -0.111821 -0.0246491 0.0796596 0.133897 0.201442 0.217806 0.25336 0.236789 0.222462 0.193492 0.130433 0.0490133 -0.0140173 -0.101927 -0.178946 -0.311449 -0.422503 -0.574552 -0.677508 -0.778002 -0.872648 -1 
-0.994522 -0.885264 -0.783083 -0.684748 -0.580277 -0.47522 -0.390833 -0.29727 -0.227929 -0.144696 -0.0731972 0.0237803 0.0891856 0.148944 0.181632 0.204936 0.204565 0.181013 0.152716 0.086887 0.0489416 -0.0259711 -0.100009 -0.237075 -0.324642 -0.449645 -0.57878 -0.681335 -0.763875 -0.875236 -0.994522 
-0.978148 -0.893885 -0.7884 -0.668518 -0.602044 -0.490111 -0.403086 -0.318706 -0.239815 -0.154491 -0.103044 -0.0392474 0.0512557 0.0767294 0.115724 0.12867 0.146714 0.138972 0.0990664 0.0565105 0.00360575 -0.0858916 -0.164867 -0.261109 -0.358824 -0.491214 -0.601607 -0.669858 -0.762703 -0.877682 -0.978148 
-0.951057 -0.86872 -0.755599 -0.67552 -0.594705 -0.486208 -0.395182 -0.322605 -0.265729 -0.201912 -0.13825 -0.0960312 -0.00317688 0.0497864 0.0385872 0.0723409 0.0905538 0.074272 0.0551422 0.0168032 -0.0135703 -0.0724396 -0.18764 -0.315373 -0.394927 -0.470165 -0.58145 -0.663943 -0.740569 -0.834804 -0.951057 
-0.913545 -0.813531 -0.721579 -0.670845 -0.572357 -0.498647 -0.38579 -0.328329 -0.282204 -0.214087 -0.161215 -0.108016 -0.0351935 -0.0104821 0.0258767 0.0417056 0.0537392 0.0113165 0.0126113 -0.00398227 -0.0524684 -0.119242 -0.185705 -0.27918 -0.376676 -0.480398 -0.565601 -0.620491 -0.726891 -0.823621 -0.913545 
-0.866025 -0.797862 -0.723778 -0.657913 -0.580181 -0.488873 -0.409392 -0.346231 -0.302738 -0.256161 -0.168801 -0.126453 -0.0646412 -0.0392739 -0.0190617 -0.00331534 0.0109834 -0.00223366 -0.0406868 -0.0661069 -0.106742 -0.140129 -0.198339 -0.287269 -0.378896 -0.465963 -0.513523 -0.591312 -0.696477 -0.789318 -0.866025 
-0.809017 -0.738155 -0.678584 -0.615299 -0.550545 -0.474969 -0.398564 -0.351697 -0.310713 -0.258737 -0.217115 -0.147722 -0.123887 -0.0696551 -0.04022 -0.0265578 -0.0234451 -0.0334597 -0.0587149 -0.0823437 -0.128586 -0.159396 -0.239249 -0.30516 -0.371646 -0.438698 -0.519934 -0.585086 -0.633684 -0.729832 -0.809017 
