20 -122.615953 -6.130798 2.454467
30 -197.681472 -6.589382 2.562836
40 -265.696046 -6.642401 3.008532
50 -342.012775 -6.840256 3.283864
60 -405.598624 -6.759977 3.645954
70 -485.030587 -6.929008 3.878260
80 -543.556761 -6.794460 4.234376
90 -622.037877 -6.911532 4.406791
100 -697.181328 -6.971813 4.652070
