-1.704171 3.094346 -0.781090
2.176889 -1.453545 2.530724
-0.461619 3.379935 1.167770
-0.131893 -1.156501 3.427951
-1.361520 -2.489004 2.219504
3.537241 -0.303683 -0.832089
-2.485471 -2.368846 1.277855
-0.256234 2.660220 2.357628
-1.758219 3.113563 0.606612
-1.425943 0.805192 3.207984
3.157217 0.828075 -1.625227
0.396194 -3.493532 0.776330
-0.375085 2.565558 -2.532335
-1.602755 -2.684892 -1.891903
-2.007723 -2.981146 0.095640
1.100258 2.209029 2.609015
0.953236 -3.107605 -1.643478
2.825665 2.040573 -0.948099
2.669958 -2.428200 -0.004467
-3.279895 -1.257477 0.831978
0.835164 3.466212 0.576705
-1.373026 0.529716 -3.237272
-2.441709 2.210832 1.443589
2.449645 -1.229196 -2.348854
-2.500991 -0.159058 -2.599070
2.769060 0.720914 2.245882
1.038419 0.962950 3.286335
1.193501 0.832664 -3.266200
-2.587540 -2.318841 -0.998115
-0.013384 -2.958182 2.065360
-3.354206 -1.214949 -0.633680
-1.622752 1.799701 -2.726795
-1.588781 2.069411 2.596803
2.028125 -0.099201 3.036148
-0.743787 -3.531072 -0.074176
0.967261 2.111149 -2.715187
2.991430 -1.540982 1.233819
2.310850 0.140882 -2.676616
0.777705 3.459621 -0.847420
-2.316830 -0.187742 2.719083
-0.034217 0.052739 -3.612639
-3.242687 1.187350 0.773372
3.038074 -1.582828 -1.149887
3.580802 -0.320690 0.568657
-0.492658 3.312570 -1.382683
1.733289 2.684901 -1.582799
-0.464073 -3.251429 -1.431211
1.504458 -3.236089 -0.269611
2.833827 2.164717 0.481401
-3.276006 1.235524 -0.716365
0.873928 -2.054258 2.869559
3.252170 0.990935 1.049771
-3.229738 -0.079030 1.597422
0.379654 -1.296358 -3.341052
1.304805 -2.073755 -2.629211
-2.498510 2.103085 -1.582023
-1.543828 -1.313011 3.055688
-0.177937 0.317077 3.563909
1.789268 2.779466 1.432929
-3.370294 -0.062441 -1.415585
