3.109494 1.484055 -1.058345
2.491140 -2.268035 1.365308
-0.035162 0.524258 -3.561453
-2.395159 0.643396 2.657649
2.192840 0.136981 -2.862705
-0.014847 0.881069 3.548417
-3.638400 0.291292 0.399255
1.401101 -2.307081 2.290575
1.480461 -1.102521 -3.032401
1.484388 3.355982 -0.066899
1.930985 -0.035647 3.107274
-1.098948 -1.497369 3.129173
-0.333430 3.350611 1.388874
3.159097 -1.046824 1.340880
0.361684 -3.152292 1.714905
0.282089 -2.842859 -2.242883
2.973598 1.364630 1.588744
-1.434620 2.636634 2.010430
-2.281500 -2.876948 0.040942
-1.005791 2.675789 -2.192202
-2.851837 1.806158 -1.338209
-2.817880 -1.506588 1.766213
-3.117637 -1.827936 -0.486959
3.464239 1.016005 0.254394
1.962663 2.233954 2.219340
-2.533717 2.377585 1.104180
3.166077 0.232552 -1.808480
-1.282811 1.539371 3.037824
0.180755 3.600415 -0.660894
-0.857955 -2.636620 2.285717
-3.106329 1.063642 1.486846
-1.322796 0.778500 -3.240488
-0.766571 -1.933226 -2.918882
3.350356 -1.070949 -1.136436
-2.233085 -0.737101 2.725743
-3.120681 -0.960037 -1.635403
1.164556 3.182577 1.329130
2.189531 -2.849550 0.110893
1.652469 -2.306667 -2.281765
-2.380298 2.742941 -0.257652
0.860267 -3.475482 0.272913
1.207297 -1.212924 3.222861
2.570854 -2.283698 -1.167426
0.242064 3.036126 -1.921190
0.046812 -3.486975 -1.008976
2.981755 0.025636 2.145668
-1.301656 -3.330837 -0.764121
0.118493 -0.955992 -3.484041
1.251844 1.201253 -3.177096
-3.437569 0.468130 -1.114233
1.423534 2.369294 -2.404343
-0.058792 -0.599096 3.524286
-2.090985 -1.556525 -2.468117
-2.015451 -2.578977 1.433970
2.202943 2.579769 -1.166898
3.558081 -0.420084 0.132763
-1.982431 1.776166 -2.481730
-3.480222 -1.049093 0.645900
1.277860 1.296435 3.135696
-1.048333 3.405212 0.029932
