100 -220.501613
200 -260.297956
300 -283.800142
400 -272.770492
500 -276.724266
600 -289.801050
700 -277.455428
800 -270.818357
900 -254.228331
1000 -277.978431
1100 -258.687336
1200 -267.591439
1300 -291.159343
1400 -306.273513
1500 -264.851928
1600 -281.671909
1700 -251.969332
1800 -265.784346
1900 -260.075529
2000 -264.713456
2100 -267.585377
2200 -279.576287
2300 -270.175249
2400 -283.175589
2500 -266.460009
2600 -282.736263
2700 -285.676417
2800 -272.843000
2900 -284.928371
3000 -266.993726
3100 -263.128717
3200 -289.692706
3300 -281.180052
3400 -281.351216
3500 -278.349610
3600 -268.853113
3700 -277.449276
3800 -266.495807
3900 -252.149330
4000 -263.881279
4100 -270.353178
4200 -274.675137
4300 -284.113647
4400 -270.072555
4500 -287.706743
4600 -289.847198
4700 -291.396835
4800 -311.453143
4900 -284.477197
5000 -273.734163
5100 -282.670255
5200 -299.238961
5300 -307.062013
5400 -298.392256
5500 -294.821431
5600 -285.375290
5700 -281.404875
5800 -275.617286
5900 -299.882480
6000 -276.353819
6100 -282.386829
6200 -283.335149
6300 -305.230074
6400 -292.524184
6500 -296.557874
6600 -288.054052
6700 -304.135205
6800 -304.109296
6900 -281.398475
7000 -293.423568
7100 -312.636608
7200 -303.618619
7300 -313.261223
7400 -301.977879
7500 -296.630983
7600 -307.608485
7700 -296.734301
7800 -309.017144
7900 -307.993509
8000 -307.917434
8100 -316.025369
8200 -301.771805
8300 -312.903098
8400 -308.514565
8500 -320.487994
8600 -307.969353
8700 -301.378652
8800 -313.707655
8900 -308.662235
9000 -290.948225
9100 -295.164943
9200 -314.767422
9300 -312.160550
9400 -310.894670
9500 -294.365688
9600 -332.715464
9700 -314.542237
9800 -302.744143
9900 -314.107244
10000 -311.808457
10100 -294.414563
10200 -307.619137
10300 -313.759789
10400 -330.075897
10500 -315.884870
10600 -320.402521
10700 -306.096814
10800 -307.918486
10900 -333.366422
11000 -321.945241
11100 -327.533893
11200 -321.442377
11300 -319.350519
11400 -319.417705
11500 -323.664871
11600 -319.336041
11700 -321.170731
11800 -322.035530
11900 -333.310002
12000 -321.827040
12100 -326.355556
12200 -308.850071
12300 -333.895890
12400 -316.866081
12500 -302.283919
12600 -323.419881
12700 -323.872101
12800 -337.150496
12900 -335.766872
13000 -305.475603
13100 -329.745398
13200 -321.980994
13300 -315.538470
13400 -325.486607
13500 -315.475055
13600 -340.302140
13700 -319.950803
13800 -335.247869
13900 -316.843515
14000 -330.751416
14100 -325.283009
14200 -332.401691
14300 -326.981342
14400 -315.996794
14500 -330.890288
14600 -339.209522
14700 -318.985088
14800 -336.748295
14900 -336.880247
15000 -337.594407
15100 -329.906088
15200 -320.265341
15300 -330.575642
15400 -319.824511
15500 -328.744755
15600 -322.270813
15700 -321.928803
15800 -336.985628
15900 -339.155983
16000 -337.489558
16100 -334.201924
16200 -348.812112
16300 -337.992390
16400 -338.489776
16500 -343.155974
16600 -318.505830
16700 -334.513029
16800 -331.573091
16900 -348.338798
17000 -343.792578
17100 -349.056254
17200 -349.984082
17300 -342.201898
17400 -330.125207
17500 -340.631875
17600 -338.092158
17700 -343.540529
17800 -341.151661
17900 -357.979382
18000 -338.890923
18100 -345.426008
18200 -342.556287
18300 -351.515038
18400 -355.724279
18500 -346.674301
18600 -354.783340
18700 -333.993059
18800 -330.474853
18900 -333.245303
19000 -329.825207
19100 -330.245452
19200 -347.270453
19300 -342.816818
19400 -339.761162
19500 -357.610373
19600 -347.034812
19700 -361.578777
19800 -358.628569
19900 -357.429698
20000 -353.410054
20100 -353.943932
20200 -359.302572
20300 -365.641287
20400 -351.977515
20500 -363.888458
20600 -348.354770
20700 -347.541799
20800 -349.614503
20900 -347.125691
21000 -349.664941
21100 -353.475115
21200 -360.268901
21300 -352.699128
21400 -354.222626
21500 -340.043459
21600 -345.504303
21700 -344.573112
21800 -341.472165
21900 -342.584369
22000 -339.515223
22100 -346.319940
22200 -351.952959
22300 -345.080198
22400 -354.717986
22500 -358.924653
22600 -358.064362
22700 -354.734419
22800 -346.134355
22900 -353.977854
23000 -356.937687
23100 -350.476952
23200 -355.340716
23300 -339.428082
23400 -339.028165
23500 -347.119462
23600 -350.634183
23700 -358.456142
23800 -349.657534
23900 -348.520804
24000 -340.844636
24100 -345.930665
24200 -346.050334
24300 -352.248951
24400 -350.300489
24500 -347.184755
24600 -349.117559
24700 -356.397867
24800 -352.148482
24900 -359.331909
25000 -353.663006
25100 -362.957457
25200 -347.349639
25300 -354.594409
25400 -354.641623
25500 -357.028539
25600 -359.531779
25700 -354.344039
25800 -353.973438
25900 -357.131074
26000 -367.198803
26100 -359.743270
26200 -359.941138
26300 -367.106780
26400 -360.410101
26500 -360.450252
26600 -358.986969
26700 -363.582217
26800 -359.952155
26900 -367.663917
27000 -368.541579
27100 -364.756277
27200 -366.975337
