2.667337 1.899394 -1.873473
2.750328 1.449778 2.114371
3.662464 0.765230 0.244980
-1.500092 -2.305196 2.521321
-0.098163 -0.410030 -3.701789
1.225183 3.469207 0.395960
0.726662 2.741076 2.422556
1.816968 -3.273696 -0.338023
1.871732 -2.323778 2.216929
-0.541657 -1.509152 3.399594
-3.087173 1.202922 -1.792745
0.634863 1.518719 -3.276032
3.039795 2.151167 0.581462
-2.005524 -3.183963 0.056561
-1.639621 -2.925790 -1.587380
-1.593584 2.949006 1.611546
2.072988 -1.992677 -2.373731
2.671296 0.402378 -2.671876
-0.558215 -3.722396 -0.585914
2.386280 2.825364 -0.639895
-3.727704 -0.546282 -0.132353
1.383493 -3.265743 1.092300
0.707848 -3.480936 -1.205183
0.499237 1.637405 3.264978
-2.356962 -0.792439 -2.844755
-0.778335 0.940111 -3.551613
0.001117 -3.607233 0.887717
-3.515398 0.372101 1.336356
0.694568 -2.716612 -2.455564
-2.498629 -1.170225 2.530690
-0.154623 3.420140 1.451185
-1.833948 1.954398 2.567097
-2.800078 -1.893630 -1.677091
-2.818334 2.440721 -0.662299
0.950480 3.369360 -1.298834
0.884425 -1.616254 3.227079
1.361162 2.453367 -2.419883
-1.395736 -0.246345 3.441610
2.735835 -2.393460 -1.061699
1.744632 0.957852 3.155515
2.839153 -1.043644 2.335807
-1.131323 -1.353721 -3.329554
-2.168595 0.737432 -2.982875
-0.352653 3.732507 -0.253581
1.903085 2.739914 1.583137
1.824967 -0.475801 3.200680
-0.817969 1.169752 3.426054
3.427831 0.123716 1.621267
-3.619413 1.104847 -0.201544
-3.151801 -2.129874 -0.168501
-1.324353 -3.206799 1.436280
-3.373915 -0.350665 -1.662408
-3.237375 -1.288911 1.259571
1.407097 0.234505 -3.517186
-2.646306 0.545746 2.612497
-1.853543 3.252583 0.140915
-0.681531 -2.579885 -2.719864
3.491915 0.557273 -1.221208
3.133063 -0.945395 -1.722634
1.132848 -1.356381 -3.407024
