54.6251 114.854 95.8174 98.0086 114.77 96.262 106.078 99.0493 110.632 114.512 100.99 113.48 105.239 102.641 105.77 106.435 107.119 89.4353 107.946 97.2325 108.911 99.2447 105.382 107.687 100.648 104.96 88.4914 103.883 98.3071 99.6439 82.4406 101.696 91.1314 85.6338 29.8444 27.7207 36.7808 29.5916 37.3914 19.3548 22.452 21.5274 18.4819 19.2379 10.0979 13.864 18.186 15.5328 10.142 14.8153 8.77635 10.9577 15.2795 8.03682 15.1406 10.8567 9.7846 8.31807 7.37968 6.50103 8.9437 9.4183 5.2223 1.95825 7.69346 6.52083 8.73445 5.77716 4.69076 4.01304 7.86068 5.2506 6.90556 6.50688 8.41986 9.66252 5.74063 7.81029 11.2132 6.94082 6.71482 7.68527 10.5682 9.05285 10.3134 4.6049 4.62015 8.33095 5.47255 5.83276 6.78108 8.32585 2.38776 3.52854 4.99281 4.31278 6.57927 4.19964 6.38133 4.98813 2.4214 
0.172671 0.262427 0.222076 0.362348 0.602474 0.382146 0.361318 0.337025 0.151252 0.0665867 0.15477 0.266488 0.191742 0.148515 0.382307 0.215162 0.365145 0.277331 0.389447 0.356961 0.606326 0.323687 0.484672 0.249062 0.427104 0.291167 0.0679437 0.232065 0.477567 0.292711 0.137087 0 0.236243 0.362902 0.190653 0.130388 0.076305 0.130276 0.101063 0.134599 0.087334 0.0876091 0.091982 0.0326061 0.0607944 0.063096 0.0665849 0.0780064 0.0817646 0.0595725 0.056424 0.0749222 0.017826 0.0454079 0.0522238 0.031987 0.022964 0.0343244 0.0289759 0.0292611 0.0323362 0.0288011 0.0188298 0.0370767 0.0283959 0.0275017 0.0437917 0.105657 0.0486203 0.0600916 0.238105 0.203907 0.142944 0.0934572 0.357897 0.395839 0.138092 0.510674 0.101048 0.26468 0.148692 0.118366 0.17059 0.119631 0.113402 0.392023 0.130557 0.115481 0.315773 0.172432 0.0856366 0.0143922 0 0.139796 0.038742 0.180892 0.183699 0.0276561 0.0859842 0.252242 0.145372 
0.0759868 0.162978 0.299579 0.14719 0.291197 0.15081 0.0809939 0.452715 0.0822119 0.310574 0.226241 0.300751 0.226924 0.158298 0.237924 0.282016 0.233007 0.309212 0.160652 0.444644 0.139624 0.309709 0.134743 0.373488 0.346502 0.160744 0.351865 0.545215 0.196781 0.232589 0.399009 0.272929 0 0.370571 0.122641 0.125808 0.11224 0.137564 0.133257 0.113832 0.158146 0.0912916 0.101196 0.09855 0.114023 0.057904 0.0361157 0.0554422 0.0508032 0.0563198 0.0479289 0.0740102 0.0821982 0.0543989 0.0468951 0.029076 0.0472132 0.040151 0.0247006 0.0342356 0.0467075 0.0342503 0.0475278 0.0411522 0.01542 0.035386 0.0320083 0.180953 0.197779 0.227377 0.140502 0.573177 0.253049 0.21845 0.385762 0.363624 0.138892 0.264253 0.0724804 0.0610456 0.128526 0.230746 0.176712 0.0802423 0.199407 0.0756796 0.0299441 0.211164 0.149723 0.319364 0.0330847 0.233758 0.190182 0.218622 0.209868 0.217408 0.084454 0.0874036 0.127405 0.212123 0.0827853 
0.150443 0.077193 0.292173 0.42304 0.132437 0.370149 0.154902 0.475688 0.0805037 0.227008 0.291968 0.306669 0.149614 0.0747381 0.163975 0.219132 0.24597 0.111906 0.224243 0.230104 0.144252 0.219419 0.148443 0.480333 0.356293 0.384511 0 0.223209 0.215324 0.0574377 0.155739 0.152146 0.324359 0.344219 0.16661 0.191431 0.111041 0.13003 0.121541 0.117186 0.141785 0.117631 0.0976436 0.131096 0.0968179 0.119977 0.0727071 0.0780951 0.0917184 0.0496163 0.0939369 0.0860546 0.0855442 0.0541246 0.0761713 0.0626765 0.0549441 0.0906991 0.0496439 0.0525139 0.0405707 0.0431352 0.0697165 0.0290674 0.047973 0.0599195 0.025223 0.234164 0.281948 0.034323 0.318715 0.236923 0.255544 0.254578 0.346142 0.192246 0.214276 0.314043 0.234892 0.337702 0.142766 0.257915 0.251349 0.0302489 0.0979987 0.0446268 0.150266 0.301331 0.16928 0.178034 0.0664025 0.316969 0.156209 0.286956 0.0875545 0.293288 0.0943082 0.183983 0.211849 0.110545 0.0447553 
0.0658371 0.229263 0.273907 0.155678 0.431067 0.22703 0.529258 0.47025 0.22919 0 0.484019 0.382324 0.308678 0.298893 0.214413 0.362048 0.0858084 0.312774 0 0.17171 0.169623 0.309368 0.540414 0.288637 0.238786 0.300028 0.155397 0.297448 0.390509 0.458636 0.227401 0.359361 0 0.0955404 0.147533 0.145427 0.104158 0.161274 0.109817 0.134826 0.150874 0.178423 0.0978872 0.112195 0.102681 0.107996 0.10157 0.123512 0.103654 0.0721501 0.0503685 0.109471 0.0709958 0.0690451 0.0584838 0.0721396 0.0669793 0.0959351 0.072834 0.0371972 0.0605219 0.0616779 0.0696668 0.0626361 0.0781813 0.054553 0.0687357 0.0670301 0.181657 0.482007 0.247919 0.109039 0.374573 0.340074 0.229062 0.172581 0.30498 0.285725 0.232185 0.207612 0.292427 0.328244 0.300506 0.36804 0.30134 0.274382 0.224469 0.41501 0.215808 0.123701 0.290694 0.530072 0.162329 0.294658 0.189934 0.166995 0.214666 0.338502 0.126254 0.153483 0 
0.235905 0.446251 0.393284 0.459284 0.439419 0.751602 0.158815 0.317772 0.465856 0.454932 0.394397 0.36997 0.380784 0.145596 0.369535 0.282608 0.468998 0.350157 0.439648 0.328924 0.20726 0.130078 0.32811 0.404067 0.445571 0.306278 0.300966 0.371499 0.484529 0.195829 0.169481 0.318459 0.341894 0.267829 0.210817 0.188498 0.183648 0.152355 0.188415 0.156647 0.177683 0.135687 0.136172 0.114757 0.131351 0.12159 0.129065 0.102863 0.143695 0.0947639 0.0942086 0.124908 0.109524 0.0564911 0.0720531 0.106355 0.101537 0.0912286 0.05827 0.0661278 0.052189 0.0814676 0.0806293 0.0455082 0.0548338 0.0626838 0.0450372 0.0897345 0.505855 0.415188 0.238033 0.503895 0.426046 0.315016 0.214867 0.0962089 0.302944 0.399815 0.110406 0.384581 0.334337 0.216191 0.165461 0.121229 0.18327 0.347239 0.0762728 0.229042 0.070528 0.15355 0.200537 0.163378 0.029933 0.0412814 0.195537 0.207715 0.252057 0.274137 0.13746 0.174417 0.125995 
0.0739576 0.2284 0.312674 0 0.295653 0.188264 0.349726 0.0739576 0.361282 0.102868 0.350512 0.570932 0.161909 0.372631 0.233724 0.302929 0.357291 0.296088 0.362988 0.580295 0.357554 0.372441 0.237208 0.199592 0.266749 0.329545 0.381277 0.485839 0.155739 0.133955 0.184861 0.222049 0.241543 0.33178 0.15967 0.149892 0.159003 0.139664 0.214758 0.157653 0.116645 0.111591 0.196575 0.130595 0.135067 0.110681 0.145433 0.142678 0.129096 0.14356 0.099404 0.136042 0.146178 0.108228 0.105667 0.104994 0.120934 0.0901082 0.0918861 0.0876297 0.0667895 0.0835819 0.0560951 0.0894572 0.0554638 0.0639989 0.0925317 0.224623 0.249222 0.103892 0.27594 0.318257 0.246112 0.324819 0.32666 0.406423 0.231888 0.491789 0.112005 0.391505 0.408649 0.470258 0.237343 0.35863 0.157665 0.285296 0.195482 0.26832 0.288745 0.288459 0.381804 0.339315 0.374942 0.411469 0.256825 0.428684 0.273415 0.391854 0.117107 0.266835 0 
0.367856 0.19429 0.516702 0.308362 0.342297 0.388674 0.230521 0.301902 0.141915 0.27857 0.259028 0.419592 0.236457 0.526446 0.164306 0.310531 0.411723 0.221049 0.2774 0.33885 0.203082 0.156082 0.295384 0.403303 0.26771 0.555529 0.532816 0.327706 0.249321 0.134832 0.165506 0.501988 0.366236 0.193958 0.233353 0.224376 0.211997 0.200734 0.157394 0.160402 0.175502 0.222891 0.161653 0.131571 0.203973 0.130273 0.145996 0.128546 0.132593 0.150673 0.129289 0.0922561 0.117277 0.0782767 0.108107 0.0911224 0.0869116 0.0675522 0.0886778 0.0998727 0.0839816 0.0676757 0.0509961 0.0888396 0.0890422 0.0692332 0.0634042 0.256712 0.361161 0.446413 0.378408 0.498035 0.395113 0.41869 0.467306 0.0618344 0.182578 0.220754 0.240082 0.210133 0.379483 0.19643 0.365442 0.361981 0.249473 0.370832 0.28699 0.198904 0.296537 0.116615 0.274818 0.388723 0.584888 0.29353 0.211214 0.32806 0.218589 0.292159 0.26775 0.14944 0.119363 
0 0.364072 0.129517 0.13741 0.210068 0.210608 0.41034 0.378115 0.14987 0.286789 0.169185 0.276717 0.134822 0.222125 0.30228 0.291468 0.248307 0.159002 0.19636 0.374949 0.21657 0.330636 0.540944 0.148742 0.528861 0.37085 0.714139 0.237425 0.150312 0.221125 0.31794 0.374543 0.156093 0.26886 0.191088 0.188395 0.200149 0.268833 0.209484 0.159297 0.174937 0.178999 0.232822 0.192947 0.121694 0.14649 0.146845 0.106454 0.161727 0.200569 0.146332 0.114924 0.128828 0.0759168 0.12435 0.142291 0.12798 0.0832052 0.101667 0.0730992 0.0696847 0.0748591 0.0757291 0.0965812 0.0735867 0.0599282 0.0987504 0.329374 0.390028 0.215116 0.660434 0.615415 0.622381 0.413987 0.456986 0.433731 0.531404 0.396626 0.16198 0.412689 0.382407 0.459784 0.144384 0.23619 0.227305 0.47637 0.445926 0.479334 0.394685 0.147766 0.848134 0.491632 0.289011 0.326511 0.428124 0.450773 0.16547 0.517314 0.530555 0.207473 0.161582 
0.147532 0.6023 0.387019 0.153962 0.296418 0.242416 0 0.470187 0.535985 0.0637958 0.741476 0.342532 0.237488 0.38618 0.215702 0.23675 0.203257 0.382089 0.449184 0.311255 0.44331 0.286657 0.44121 0.343284 0.383594 0.121132 0.53796 0.291626 0.230622 0.243292 0.0739576 0.434745 0.720871 0.34371 0.287427 0.280209 0.229828 0.247352 0.2633 0.19487 0.22867 0.183697 0.166267 0.093252 0.199182 0.0906834 0.142846 0.167748 0.139185 0.107421 0.157744 0.12004 0.100549 0.0999901 0.107512 0.145536 0.121957 0.0981815 0.108112 0.072409 0.0918532 0.103605 0.0892947 0.060945 0.0689694 0.0891895 0.116857 0.555606 0.93542 0.472719 0.462026 0.34044 0.191936 0.704842 0.488164 0.331318 0.441398 0.437373 0.406927 0.47789 0.406021 0.385461 0.456644 0.149246 0.379425 0.16639 0.181803 0.22056 0.219278 0.429822 0.504273 0.31883 0.465386 0.271942 0.106156 0.314392 0.362142 0.211199 0.113732 0.1158 0.10348 
